Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,SOH,SOD,SOA,SBH,SBD,SBA,WHH,WHD,WHA,GB>2.5,GB<2.5,B365>2.5,B365<2.5,GBAHH,GBAHA,GBAH,LBAHH,LBAHA,LBAH,B365AHH,B365AHA,B365AH
E1,2003-10-11,Rotherham,Millwall,0,0,D,0,0,D,E Evans,12,4,4,1,8,17,7,4,0,2,0,0,2.5,3.2,2.5,2.6,3.25,2.45,2.3,3.1,2.3,2.5,3.25,2.4,2.5,3.2,2.5,2.5,3.2,2.5,2.62,3.2,2.3,1.9,1.79,1.9,1.8,1.95,1.85,0.0,,,,1.9245,1.9245,0.0
E1,2003-10-14,Crewe,Bradford,2,2,D,0,0,D,M Ryan,8,19,4,10,11,23,3,11,1,3,0,0,1.9,3.25,3.5,2.0,3.2,3.45,2.0,3.1,2.8,1.909,3.25,3.4,1.91,3.25,3.5,1.9,3.25,3.5,1.9,3.25,3.4,1.79,1.9,1.9,1.8,2.0,1.8,-0.5,1.75,2.1,-0.5,2.025,1.825,-0.5
E1,2003-10-14,Crystal Palace,Derby,1,1,D,1,0,H,P Armstrong,15,7,8,3,18,12,11,1,2,0,1,0,1.9,3.25,3.5,1.85,3.3,3.8,1.85,3.1,3.2,1.8,3.25,3.75,1.91,3.25,3.5,1.9,3.25,3.5,1.83,3.2,3.75,1.71,2.0,1.9,1.8,1.9,1.9,-0.5,1.85,2.0,-0.5,1.9,1.95,-0.5
E1,2003-10-14,Ipswich,Burnley,6,1,H,5,0,H,P Joslin,18,15,7,6,12,8,10,9,1,1,0,0,1.72,3.5,4.0,1.85,3.4,3.8,1.8,3.2,3.3,1.667,3.6,4.0,1.73,3.25,4.33,1.72,3.4,4.2,1.9,3.25,3.4,1.65,2.05,1.66,2.1,1.8,2.0,-0.5,1.95,1.9,-0.75,1.8,2.05,-0.5
E1,2003-10-14,Millwall,Preston,0,1,A,0,0,D,T Parkes,3,15,0,6,24,12,1,5,4,1,0,0,1.83,3.25,3.75,1.87,3.25,3.8,1.85,3.1,3.2,1.833,3.2,3.75,1.83,3.25,3.75,1.85,3.25,3.75,1.83,3.3,3.6,1.79,1.9,1.9,1.8,1.85,1.95,-0.5,1.85,2.0,-0.25,2.0,1.85,-0.5
E1,2003-10-14,Nott'm Forest,Rotherham,2,2,D,2,0,H,G Cain,17,10,7,4,8,7,7,8,0,0,0,0,1.57,3.4,5.5,1.54,3.55,5.65,1.5,3.4,4.7,1.533,3.5,5.5,1.53,3.4,6.0,1.53,3.4,6.0,1.53,3.4,5.5,1.71,2.0,1.83,1.83,1.8,2.0,-0.75,2.05,1.8,-1.0,1.85,2.0,-0.75
E1,2003-10-14,Reading,Gillingham,2,1,H,0,0,D,C Penton,9,14,5,10,12,13,2,9,2,0,0,0,1.72,3.5,4.0,1.7,3.4,4.5,1.7,3.3,3.6,1.667,3.4,4.333,1.73,3.25,4.33,1.72,3.4,4.2,1.66,3.3,4.5,1.71,2.0,1.83,1.83,2.0,1.8,-0.75,1.9,1.95,-0.75,1.85,2.0,-0.5
E1,2003-10-14,Sunderland,Cardiff,0,0,D,0,0,D,A Wiley,14,3,7,2,17,18,4,3,0,3,0,0,1.72,3.5,4.0,1.7,3.4,4.5,1.65,3.3,3.8,1.615,3.5,4.5,1.73,3.25,4.33,1.72,3.4,4.2,1.66,3.3,4.5,1.71,2.0,1.8,1.9,2.0,1.8,-0.75,2.1,1.75,-0.75,2.05,1.8,-0.75
E1,2003-10-14,Watford,Walsall,1,1,D,0,1,A,K Hill,11,7,5,5,10,13,5,6,0,2,0,0,2.0,3.25,3.25,2.05,3.2,3.35,1.85,3.1,3.2,2.0,3.4,3.0,2.1,3.25,3.0,2.1,3.25,3.0,2.0,3.2,3.2,1.75,1.95,1.8,1.9,2.0,1.8,-0.5,1.85,2.0,-0.25,2.05,1.8,-0.5
E1,2003-10-14,West Brom,Sheffield United,0,2,A,0,2,A,P Durkin,15,10,10,8,15,10,11,2,3,4,0,0,1.83,3.25,3.75,1.9,3.3,3.7,1.85,3.1,3.2,1.8,3.25,3.75,1.83,3.25,3.75,1.85,3.25,3.75,1.9,3.1,3.6,1.71,2.0,1.9,1.8,1.9,1.9,-0.5,1.95,1.9,-0.5,1.975,1.875,-0.5
E1,2003-10-14,Wigan,Stoke,2,1,H,0,1,A,S Mathieson,18,5,6,4,16,14,5,4,1,1,0,0,1.61,3.6,4.5,1.62,3.5,5.0,1.65,3.3,3.8,1.5,3.4,6.0,1.57,3.4,5.5,1.57,3.4,5.5,1.53,3.4,5.5,1.9,1.79,1.9,1.8,1.8,2.0,-0.75,2.05,1.8,-1.0,1.8,2.05,-0.75
E1,2003-10-15,Coventry,Wimbledon,1,0,H,0,0,D,S Bennett,18,9,10,6,17,18,7,6,3,3,0,1,1.61,3.4,5.0,1.55,3.6,5.4,1.5,3.4,4.7,1.571,3.5,5.0,1.62,3.4,5.0,1.61,3.4,5.0,1.53,3.4,5.5,1.79,1.9,1.72,2.0,1.8,2.0,-0.75,2.0,1.85,-1.0,1.85,2.0,-0.75
E1,2003-10-15,West Ham,Norwich,1,1,D,1,0,H,S Tomlin,11,10,8,7,14,8,5,5,2,1,0,0,1.8,3.25,4.0,1.7,3.4,4.6,1.7,3.3,3.6,1.727,3.4,4.0,1.73,3.25,4.33,1.72,3.4,4.2,1.66,3.3,4.5,1.85,1.85,1.9,1.8,1.95,1.85,-0.75,1.9,1.95,-0.5,1.85,2.0,-0.5
E1,2003-10-18,Coventry,Cardiff,1,3,A,1,3,A,E Ilderton,17,11,11,7,14,5,5,1,2,3,0,0,2.25,3.25,2.75,2.25,3.25,2.85,2.2,3.0,2.6,2.2,3.25,2.75,2.2,3.25,2.8,2.25,3.2,2.8,2.25,3.2,2.75,1.79,1.9,1.8,1.9,1.9,1.9,-0.25,,,,1.9,1.95,-0.25
E1,2003-10-18,Crewe,Derby,3,0,H,2,0,H,M Warren,9,13,6,6,11,17,1,7,0,5,0,1,2.25,3.25,2.75,2.25,3.3,2.85,2.3,3.0,2.4,2.2,3.25,2.75,2.2,3.25,2.8,2.2,3.25,2.8,2.3,3.2,2.62,1.85,1.85,2.0,1.72,2.0,1.8,-0.25,2.05,1.8,-0.25,2.075,1.775,-0.25
E1,2003-10-18,Crystal Palace,Rotherham,1,1,D,0,1,A,P Walton,12,4,5,2,3,11,10,2,0,5,0,1,1.66,3.4,4.5,1.73,3.3,4.6,1.65,3.2,3.9,1.667,3.25,4.5,1.73,3.25,4.33,1.72,3.25,4.33,1.61,3.3,5.0,1.75,1.95,1.8,1.9,1.9,1.9,-0.75,1.85,2.0,-0.75,2.0,1.85,-0.75
E1,2003-10-18,Ipswich,Stoke,1,0,H,1,0,H,P Armstrong,17,10,11,1,9,23,8,8,2,2,0,0,1.53,3.5,5.5,1.57,3.5,5.7,1.55,3.3,4.5,1.571,3.5,5.0,1.53,3.4,6.0,1.57,3.4,5.5,1.57,3.5,5.0,1.71,2.0,1.72,2.0,2.0,1.8,-1.0,1.95,1.9,-1.0,2.05,1.8,-1.0
E1,2003-10-18,Millwall,Sheffield United,2,0,H,0,0,D,R Styles,12,12,5,8,18,16,10,3,3,3,2,0,2.5,3.2,2.5,2.5,3.2,2.6,2.35,3.0,2.35,2.25,3.2,2.75,2.38,3.2,2.63,2.37,3.2,2.62,2.37,3.1,2.62,1.85,1.85,1.9,1.8,1.87,1.93,0.0,2.05,1.8,0.0,1.925,1.925,0.0
E1,2003-10-18,Nott'm Forest,Wimbledon,6,0,H,3,0,H,P Crossley,13,8,9,5,13,4,12,4,1,1,0,0,1.5,3.5,6.0,1.5,3.6,6.4,1.4,3.6,5.5,1.444,3.6,6.5,1.5,3.5,6.0,1.5,3.5,6.0,1.44,3.6,6.5,,,1.72,2.0,1.85,1.95,-1.0,2.1,1.75,-1.25,2.0,1.85,-1.0
E1,2003-10-18,Reading,Preston,3,2,H,1,1,D,A Hall,17,7,9,3,10,19,7,6,2,3,0,1,1.9,3.25,3.5,1.91,3.4,3.6,1.9,3.1,3.0,2.0,3.2,3.2,1.91,3.25,3.5,1.9,3.25,3.5,1.9,3.3,3.3,1.79,1.9,1.83,1.83,1.9,1.9,-0.5,2.05,1.8,-0.5,2.05,1.8,-0.5
E1,2003-10-18,Sunderland,Walsall,1,0,H,1,0,H,J P Robinson,12,3,6,2,13,13,6,1,0,2,0,1,1.5,3.5,6.0,1.5,3.6,6.4,1.45,3.5,5.0,1.5,3.4,6.0,1.5,3.5,6.0,1.5,3.5,6.0,1.44,3.6,6.5,1.71,2.0,1.8,1.9,1.9,1.9,-1.0,1.95,1.9,-1.0,1.775,2.075,-0.75
E1,2003-10-18,Watford,Bradford,1,0,H,0,0,D,U Rennie,21,8,10,4,10,22,10,0,1,1,0,0,1.9,3.25,3.5,1.91,3.4,3.6,1.9,3.1,3.0,1.909,3.4,3.25,2.0,3.25,3.25,2.0,3.25,3.25,1.9,3.3,3.3,1.79,1.9,1.83,1.83,1.9,1.9,-0.5,1.75,2.1,-0.5,1.9,1.95,-0.5
E1,2003-10-18,West Brom,Norwich,1,0,H,1,0,H,G Salisbury,10,6,3,4,14,12,8,5,1,2,0,0,1.72,3.25,4.33,1.71,3.3,4.75,1.7,3.1,3.8,1.667,3.25,4.5,1.73,3.25,4.33,1.72,3.25,4.33,1.66,3.3,4.5,1.9,1.79,1.9,1.8,2.0,1.8,-0.75,2.1,1.75,-0.75,1.925,1.925,-0.5
E1,2003-10-18,West Ham,Burnley,2,2,D,1,1,D,I Williamson,11,5,7,4,9,15,10,2,3,2,0,0,1.44,3.6,7.0,1.53,3.6,5.9,1.5,3.4,4.7,1.5,3.4,6.0,1.53,3.4,6.0,1.53,3.4,6.0,1.53,3.4,5.5,1.65,2.05,1.72,2.0,1.9,1.9,-1.0,1.75,2.1,-1.0,2.025,1.825,-1.25
E1,2003-10-18,Wigan,Gillingham,1,0,H,0,0,D,C Webster,9,8,3,4,17,17,1,4,1,2,0,0,1.53,3.5,5.5,1.57,3.5,5.7,1.55,3.3,4.5,1.571,3.25,5.5,1.53,3.5,5.5,1.53,3.5,5.5,1.57,3.5,5.0,1.79,1.9,1.9,1.8,1.8,2.0,-0.75,1.8,2.05,-0.75,1.8,2.05,-0.75
E1,2003-10-21,Crewe,Preston,2,1,H,2,0,H,H Webb,9,19,5,10,6,17,5,6,0,3,0,1,2.5,3.2,2.5,2.4,3.2,2.7,2.3,3.0,2.4,2.6,3.2,2.38,2.38,3.2,2.62,2.38,3.2,2.62,2.37,3.1,2.62,1.79,1.9,1.9,1.8,1.85,1.95,0.0,1.95,1.9,0.0,1.95,1.9,0.0
E1,2003-10-21,Crystal Palace,Ipswich,3,4,A,2,2,D,L Cable,10,16,6,10,18,12,3,7,3,3,0,0,2.5,3.2,2.5,2.55,3.2,2.5,2.35,3.0,2.35,2.6,3.2,2.38,2.62,3.2,2.38,2.62,3.2,2.38,2.5,3.1,2.5,1.79,1.9,1.8,1.9,1.9,1.9,0.0,1.8,2.05,0.0,1.8,2.05,0.0
E1,2003-10-21,Norwich,Derby,2,1,H,0,0,D,R Beeby,13,18,7,12,13,20,5,10,2,4,1,0,1.66,3.4,4.5,1.66,3.4,4.8,1.6,3.2,4.2,1.62,3.25,5.0,1.53,3.5,5.5,1.62,3.4,5.0,1.66,3.3,4.5,1.79,1.9,1.8,1.9,1.85,1.95,-0.75,1.8,2.05,-0.75,1.85,2.0,-0.75
E1,2003-10-21,Reading,Walsall,0,1,A,0,1,A,M Ryan,12,9,4,3,12,10,4,0,1,1,0,0,1.61,3.6,4.5,1.6,3.6,5.0,1.55,3.3,4.5,1.57,3.5,5.0,1.62,3.4,5.0,1.62,3.4,5.0,1.57,3.5,5.0,1.71,2.0,1.8,1.9,1.9,1.9,-0.75,1.8,2.05,-0.75,1.925,1.925,-0.75
E1,2003-10-21,Sunderland,Rotherham,0,0,D,0,0,D,C Foy,17,7,12,1,15,17,6,3,1,3,0,0,1.44,3.75,6.5,1.5,3.6,6.25,1.45,3.6,4.8,1.5,3.4,6.0,1.44,3.75,6.5,1.44,3.75,6.5,1.44,3.6,6.5,1.79,1.9,1.72,2.0,1.9,1.9,-1.0,2.05,1.8,-1.0,2.05,1.8,-1.0
E1,2003-10-21,Watford,Coventry,1,1,D,0,0,D,A Kaye,12,14,6,8,9,12,8,8,0,0,0,0,2.1,3.25,3.0,2.2,3.25,2.95,2.2,3.0,2.6,2.1,3.2,3.0,2.2,3.2,2.88,2.2,3.2,2.88,2.25,3.2,2.75,1.79,1.9,1.83,1.83,1.75,2.05,-0.25,1.75,2.1,-0.25,1.8,2.05,-0.25
E1,2003-10-21,West Brom,Wimbledon,0,1,A,0,0,D,E Ilderton,11,4,6,2,4,9,14,1,0,2,0,0,1.28,4.5,9.0,1.3,4.5,9.0,1.25,4.3,8.0,1.29,4.33,9.0,1.29,4.5,8.5,1.29,4.5,8.5,1.28,4.5,8.0,1.6,2.15,1.66,2.1,1.9,1.9,-1.5,1.9,1.95,-1.5,1.975,1.875,-1.5
E1,2003-10-21,Wigan,Sheffield United,1,1,D,1,0,H,P Walton,7,4,3,4,14,14,2,8,0,2,0,0,2.2,3.25,2.8,2.25,3.25,2.85,2.2,2.9,2.7,2.1,3.2,3.0,2.25,3.25,2.75,2.25,3.2,2.8,2.3,3.2,2.62,1.9,1.79,1.9,1.8,2.0,1.8,-0.25,1.9,1.95,-0.25,1.975,1.875,-0.25
E1,2003-10-22,West Ham,Nott'm Forest,1,1,D,0,1,A,A Bates,13,4,6,1,7,18,7,2,1,0,0,0,1.8,3.25,4.0,1.73,3.4,4.3,1.75,3.1,3.6,1.73,3.4,4.0,1.73,3.25,4.33,1.73,3.25,4.33,1.72,3.2,4.33,1.79,1.9,1.83,1.83,2.0,1.8,-0.75,2.05,1.8,-0.75,2.1,1.75,-0.75
E1,2003-10-24,Sheffield United,Reading,1,2,A,1,2,A,S Tomlin,21,12,15,8,17,14,11,8,1,0,0,0,1.72,3.5,4.0,1.77,3.4,4.2,1.75,3.1,3.6,1.8,3.25,3.75,1.67,3.4,4.5,1.66,3.4,4.5,1.8,3.3,3.75,1.75,1.95,1.8,1.9,2.05,1.75,-0.75,1.75,2.1,-0.5,1.825,2.025,-0.5
E1,2003-10-25,Bradford,Nott'm Forest,1,2,A,1,0,H,A Leake,9,11,6,5,12,10,10,7,0,0,0,0,2.7,3.2,2.3,2.75,3.3,2.3,2.9,3.0,2.0,2.75,3.2,2.25,2.75,3.25,2.25,2.75,3.25,2.25,3.2,3.2,2.0,1.79,1.9,1.8,1.9,1.9,1.9,0.25,2.05,1.8,0.25,1.9,1.95,0.25
E1,2003-10-25,Burnley,Millwall,1,1,D,0,0,D,A Bates,13,10,6,5,8,17,9,6,1,1,0,0,2.3,3.2,2.7,2.27,3.3,2.8,2.2,3.0,2.6,2.25,3.5,2.5,2.2,3.25,2.8,2.2,3.25,2.8,2.1,3.2,3.0,1.85,1.85,1.8,1.9,2.0,1.8,-0.25,1.95,1.9,-0.25,2.05,1.8,-0.25
E1,2003-10-25,Cardiff,West Ham,0,0,D,0,0,D,M Ryan,12,16,5,9,11,11,2,3,0,3,0,0,2.5,3.2,2.5,2.55,3.25,2.5,2.35,3.0,2.35,2.5,3.25,2.4,2.5,3.2,2.5,2.5,3.2,2.5,2.5,3.25,2.4,1.85,1.85,1.9,1.8,1.9,1.9,0.0,2.0,1.85,0.0,1.95,1.9,0.0
E1,2003-10-25,Derby,Coventry,1,3,A,0,2,A,R Pearson,10,12,7,6,7,9,3,5,3,2,0,0,2.2,3.25,2.8,2.15,3.3,3.0,2.1,3.0,2.8,2.1,3.4,2.875,2.2,3.2,2.88,2.2,3.2,2.87,2.0,3.2,3.2,1.85,1.85,1.9,1.8,1.95,1.85,-0.25,2.0,1.85,-0.25,1.95,1.9,-0.25
E1,2003-10-25,Gillingham,Crystal Palace,1,0,H,0,0,D,H Webb,12,7,9,3,21,15,10,7,3,1,1,0,2.25,3.25,2.75,2.3,3.3,2.75,2.2,3.0,2.6,2.2,3.25,2.75,2.25,3.25,2.75,2.25,3.2,2.8,2.25,3.2,2.75,1.79,1.9,1.83,1.83,1.75,2.05,0.0,2.05,1.8,-0.25,2.0,1.85,-0.25
E1,2003-10-25,Norwich,Sunderland,1,0,H,1,0,H,G Poll,10,11,6,5,16,13,6,7,1,2,0,1,2.2,3.25,2.8,2.2,3.25,2.95,2.1,3.0,2.8,2.2,3.25,2.75,2.1,3.25,3.0,2.1,3.25,3.0,2.1,3.2,3.0,1.85,1.85,1.8,1.9,1.95,1.85,-0.25,1.85,2.0,-0.25,2.0,1.85,-0.25
E1,2003-10-25,Preston,Ipswich,1,1,D,1,0,H,D Gallagher,12,11,5,7,15,8,6,10,1,1,0,0,2.5,3.2,2.5,2.55,3.2,2.5,2.4,3.0,2.3,2.25,3.2,2.75,2.5,3.2,2.5,2.5,3.2,2.5,2.62,3.2,2.3,1.71,2.0,1.66,2.1,1.9,1.9,0.0,1.95,1.9,0.0,1.925,1.925,0.0
E1,2003-10-25,Rotherham,West Brom,0,3,A,0,1,A,A Butler,9,7,3,6,10,11,5,6,2,0,0,0,3.0,3.25,2.1,3.1,3.3,2.1,2.9,3.0,2.0,3.0,3.2,2.1,3.0,3.25,2.1,3.25,3.25,2.0,3.5,3.2,1.9,1.9,1.79,2.0,1.72,1.85,1.98,0.25,1.9,1.95,0.25,1.875,2.025,0.25
E1,2003-10-25,Stoke,Crewe,1,1,D,0,0,D,R Beeby,10,14,3,10,16,9,4,9,1,0,0,0,2.2,3.25,2.8,2.05,3.3,3.25,2.0,3.0,2.9,1.909,3.25,3.4,2.2,3.25,2.8,2.1,3.25,3.0,2.0,3.2,3.2,1.9,1.79,2.0,1.72,1.8,2.0,-0.25,1.95,1.85,-0.25,1.85,2.0,-0.25
E1,2003-10-25,Walsall,Wigan,2,0,H,0,0,D,I Williamson,10,12,8,5,15,15,5,6,0,1,0,0,2.8,3.25,2.2,2.75,3.3,2.3,2.4,3.0,2.3,2.75,3.2,2.25,2.75,3.25,2.25,2.7,3.2,2.3,2.62,3.2,2.3,1.85,1.85,1.9,1.8,1.8,2.0,0.25,1.8,2.05,0.25,2.05,1.8,0.0
E1,2003-10-25,Wimbledon,Watford,1,3,A,0,2,A,L Mason,8,16,5,8,13,17,5,10,4,3,0,0,2.62,3.2,2.37,2.65,3.3,2.4,2.4,3.0,2.3,2.75,3.25,2.2,2.5,3.2,2.5,2.6,3.2,2.4,2.62,3.2,2.3,1.79,1.9,1.72,2.0,1.8,2.0,0.0,1.85,2.0,0.0,1.85,2.0,0.0
E1,2003-10-28,Cardiff,Watford,3,0,H,1,0,H,E Evans,17,8,8,2,10,8,7,6,2,1,0,0,1.72,3.5,4.0,1.7,3.4,4.5,1.7,3.1,3.8,1.67,3.4,4.33,1.67,3.4,4.5,1.67,3.4,4.5,1.66,3.3,4.5,1.85,1.85,1.9,1.8,1.96,1.85,-0.75,1.95,1.9,-0.75,2.0,1.85,-0.75
E1,2003-11-01,Burnley,Cardiff,1,1,D,0,0,D,H Webb,10,11,3,7,10,3,11,8,1,1,0,0,2.25,3.25,2.75,2.3,3.25,2.8,2.3,3.0,2.4,2.38,3.2,2.6,2.38,3.2,2.62,2.3,3.2,2.7,2.3,3.2,2.62,1.75,1.95,1.8,1.9,2.0,,,,,,,,
E1,2003-11-01,Coventry,West Ham,1,1,D,1,1,D,G Salisbury,15,11,7,8,8,7,8,14,0,0,0,0,2.75,3.25,2.25,2.85,3.3,2.25,2.5,2.9,2.3,2.8,3.2,2.2,2.75,3.25,2.25,2.7,3.2,2.3,2.75,3.2,2.25,1.9,1.79,1.9,1.8,1.8,,,,,,,,
E1,2003-11-01,Crewe,Reading,1,0,H,1,0,H,E Ilderton,16,16,5,3,9,9,2,6,0,3,0,0,2.37,3.2,2.62,2.5,3.25,2.57,2.3,3.0,2.4,2.6,3.2,2.38,2.5,3.2,2.5,2.38,3.2,2.62,2.4,3.1,2.6,1.85,1.85,1.83,1.83,1.9,,,,,,,,
E1,2003-11-01,Ipswich,Gillingham,3,4,A,1,2,A,M Cooper,17,15,8,7,13,13,7,4,1,1,0,0,1.53,3.5,5.5,1.51,3.7,6.0,1.5,3.4,4.7,1.44,3.6,6.5,1.5,3.5,6.0,1.5,3.5,6.0,1.5,3.4,6.0,1.79,1.9,1.72,2.0,1.85,,,,,,,,
E1,2003-11-01,Millwall,Nott'm Forest,1,0,H,1,0,H,P Walton,11,9,8,4,18,16,5,2,1,2,0,0,2.2,3.25,2.8,2.2,3.25,3.0,2.3,3.0,2.4,2.25,3.2,2.75,2.2,3.25,2.8,2.2,3.2,2.88,2.3,3.2,2.62,1.79,1.9,1.9,1.8,1.95,,,,,,,,
E1,2003-11-01,Preston,Derby,3,0,H,1,0,H,P Robinson,10,9,5,3,12,14,2,8,0,3,0,0,1.72,3.25,4.33,1.68,3.5,4.65,1.7,3.2,3.7,1.62,3.5,4.5,1.62,3.4,5.0,1.7,3.4,4.33,1.66,3.4,4.33,1.79,1.9,1.83,1.83,1.9,,,,,,,,
E1,2003-11-01,Stoke,Sheffield United,2,2,D,2,0,H,B Knight,12,20,7,13,18,4,3,11,4,2,1,0,2.75,3.25,2.25,2.85,3.3,2.25,2.6,3.0,2.2,2.75,3.2,2.25,2.8,3.25,2.2,2.88,3.2,2.2,2.87,3.1,2.2,1.79,1.9,1.9,1.8,1.8,,,,,,,,
E1,2003-11-01,Walsall,Norwich,1,3,A,1,0,H,M Cowburn,9,17,4,11,13,10,2,9,4,2,1,1,2.5,3.2,2.5,2.5,3.2,2.6,2.3,3.0,2.4,2.5,3.2,2.5,2.38,3.2,2.62,2.4,3.2,2.6,2.37,3.1,2.62,1.9,1.79,2.0,1.72,1.85,,,,,,,,
E1,2003-11-01,Watford,Rotherham,1,0,H,0,0,D,B Curson,14,7,10,3,20,10,9,4,2,1,0,0,1.72,3.5,4.0,1.8,3.3,4.15,1.75,3.2,3.5,1.8,3.25,3.75,1.8,3.25,4.0,1.8,3.25,4.0,1.72,3.25,4.2,1.9,1.79,1.9,1.8,1.8,,,,,,,,
E1,2003-11-01,West Brom,Sunderland,0,0,D,0,0,D,C Penton,6,15,2,6,12,15,4,12,3,0,0,0,1.9,3.25,3.5,1.9,3.3,3.7,1.85,3.1,3.2,1.8,3.2,4.0,1.83,3.25,3.75,1.85,3.2,3.75,1.83,3.2,3.75,2.0,1.71,1.9,1.8,1.9,,,,,,,,
E1,2003-11-01,Wigan,Crystal Palace,5,0,H,2,0,H,G Laws,20,7,14,4,9,11,0,4,0,2,0,0,1.57,3.4,5.5,1.6,3.6,5.1,1.6,3.3,4.0,1.57,3.25,5.5,1.57,3.4,5.5,1.57,3.4,5.5,1.61,3.3,5.0,1.79,1.9,1.9,1.8,1.95,,,,,,,,
E1,2003-11-01,Wimbledon,Bradford,2,1,H,0,1,A,M Thorpe,11,8,6,3,11,11,1,5,0,1,0,0,2.25,3.25,2.75,2.45,3.25,2.62,2.3,3.1,2.3,2.2,3.25,2.75,2.38,3.2,2.62,2.3,3.2,2.7,2.6,3.1,2.4,1.71,2.0,1.72,2.0,1.85,,,,,,,,
E1,2003-11-04,Gillingham,Sunderland,1,3,A,1,1,D,D Gallagher,5,18,3,11,6,11,5,7,1,1,0,0,2.7,3.2,2.3,2.7,3.25,2.38,2.5,3.1,2.2,2.6,3.2,2.375,2.75,3.25,2.25,2.62,3.2,2.37,2.62,3.2,2.3,1.95,1.75,,,2.01,1.8,0.0,2.05,1.8,0.0,1.75,2.1,0.25
E1,2003-11-04,Preston,Watford,2,1,H,0,0,D,Andy Penn,20,9,12,8,14,11,11,5,1,1,0,0,1.8,3.25,4.0,1.75,3.35,4.4,1.75,3.2,3.5,1.667,3.25,4.5,1.67,3.5,4.33,1.72,3.25,4.33,1.66,3.3,4.5,1.85,1.85,,,1.75,2.05,-0.5,1.95,1.9,-0.75,2.05,1.8,-0.75
E1,2003-11-04,Sheffield United,Crewe,2,0,H,1,0,H,M Cooper,29,7,14,2,13,10,10,4,0,1,0,0,1.61,3.4,5.0,1.6,3.4,5.5,1.6,3.3,4.0,1.571,3.5,5.0,1.57,3.5,5.0,1.57,3.4,5.5,1.61,3.3,5.0,1.75,1.95,,,1.9,1.9,-0.75,2.1,1.75,-1.0,1.85,2.0,-0.75
E1,2003-11-04,Walsall,Nott'm Forest,4,1,H,2,1,H,M Riley,12,11,7,7,9,13,7,2,0,1,0,0,2.4,3.2,2.6,2.52,3.2,2.55,2.2,3.1,2.5,2.5,3.2,2.5,2.63,3.2,2.38,2.5,3.2,2.5,2.5,3.1,2.5,1.85,1.85,,,1.9,1.9,0.0,1.95,1.9,0.0,1.9,1.95,0.0
E1,2003-11-05,Coventry,Bradford,0,0,D,0,0,D,G Hegley,15,3,7,1,10,13,9,6,0,2,0,0,1.66,3.4,4.5,1.66,3.4,4.9,1.65,3.3,3.8,1.615,3.5,4.5,1.67,3.5,4.5,1.61,3.4,5.0,1.66,3.3,4.5,1.75,1.95,,,1.9,1.9,-0.75,1.9,1.95,-1.0,1.8,2.05,-0.75
E1,2003-11-08,Bradford,Walsall,1,1,D,1,1,D,M Messias,12,13,7,7,10,12,6,4,0,2,0,0,2.5,3.2,2.5,2.4,3.2,2.7,2.2,3.1,2.5,2.375,3.2,2.6,2.5,3.2,2.5,2.5,3.2,2.5,2.37,3.1,2.62,1.85,1.85,1.9,1.8,1.8,2.0,0.0,1.8,2.05,0.0,1.95,1.9,0.0
E1,2003-11-08,Cardiff,Stoke,3,1,H,1,0,H,D Crick,22,14,18,7,9,13,8,9,0,0,0,0,1.66,3.4,4.5,1.62,3.55,5.0,1.6,3.3,4.0,1.571,3.5,5.0,1.62,3.4,5.0,1.66,3.4,4.5,1.57,3.5,5.0,1.79,1.9,1.83,1.83,1.85,1.95,-0.75,1.85,2.0,-0.75,1.95,1.9,-0.75
E1,2003-11-08,Crystal Palace,Preston,1,1,D,0,0,D,A Wiley,7,5,6,4,9,11,9,5,2,2,0,0,2.37,3.2,2.62,2.35,3.3,2.7,2.1,3.2,2.6,2.5,3.25,2.4,2.5,3.2,2.5,2.37,3.2,2.62,2.3,3.2,2.62,1.79,1.9,1.83,1.83,1.8,2.0,0.0,1.95,1.9,-0.25,1.8,2.05,0.0
E1,2003-11-08,Derby,Ipswich,2,2,D,2,0,H,K Hill,11,11,6,6,16,13,4,7,3,3,0,0,2.75,3.25,2.25,2.9,3.25,2.25,2.6,3.2,2.1,3.0,3.4,2.0,2.88,3.2,2.2,2.87,3.2,2.2,2.75,3.2,2.25,1.75,1.95,1.75,1.95,1.85,1.95,0.25,1.8,2.05,0.25,2.1,1.75,0.0
E1,2003-11-08,Gillingham,Crewe,2,0,H,0,0,D,P Taylor,19,10,11,5,10,4,5,2,1,3,0,1,2.1,3.25,3.0,2.1,3.3,3.15,1.9,3.2,2.9,2.0,3.2,3.2,2.1,3.25,3.0,2.1,3.25,3.0,2.1,3.2,3.0,1.85,1.85,1.95,1.75,1.85,1.95,-0.25,2.0,1.85,-0.25,1.85,2.0,-0.25
E1,2003-11-08,Norwich,Millwall,3,1,H,3,0,H,M Clattenburg,5,13,4,10,12,10,4,4,0,1,0,0,1.72,3.25,4.33,1.75,3.3,4.5,1.65,3.3,3.8,1.667,3.25,4.5,1.73,3.25,4.33,1.72,3.25,4.33,1.72,3.25,4.2,1.85,1.85,1.83,1.83,1.9,1.9,-0.75,2.0,1.85,-0.75,1.825,2.025,0.0
