,HY,AwayTeam,HF,FTHG,AR,FTAG,HTHG,HR,HTAG,AY,AF,FTR,AS,Date,HomeTeam,Div,HC,HS,HTR,AC,idGame
185,0,Kaiserslautern,16,0,0,2,0,0,0,2,21,A,12,2006-02-11,Werder Bremen,D1,15,27,D,1,Werder Bremen_Kaiserslautern_2005
186,4,Hertha,26,1,2,1,0,0,1,3,24,D,4,2006-02-11,Wolfsburg,D1,8,28,A,3,Wolfsburg_Hertha_2005
187,1,Nurnberg,11,2,0,1,1,0,1,3,28,H,11,2006-02-12,Bayern Munich,D1,11,18,D,5,Bayern Munich_Nurnberg_2005
188,2,Dortmund,19,0,0,0,0,0,0,3,22,D,16,2006-02-12,FC Koln,D1,4,13,D,6,FC Koln_Dortmund_2005
189,0,Werder Bremen,16,0,0,1,0,0,1,3,18,A,18,2006-02-18,Dortmund,D1,6,11,A,9,Dortmund_Werder Bremen_2005
190,1,Bayern Munich,16,1,0,1,0,0,0,2,9,D,19,2006-02-18,Hannover,D1,3,12,D,6,Hannover_Bayern Munich_2005
191,5,Schalke 04,28,1,1,2,1,1,2,3,35,A,17,2006-02-18,Hertha,D1,5,11,A,5,Hertha_Schalke 04_2005
192,0,Bielefeld,14,2,0,0,1,0,0,2,13,H,16,2006-02-18,Kaiserslautern,D1,1,9,H,6,Kaiserslautern_Bielefeld_2005
193,4,Duisburg,22,3,1,2,2,0,1,1,20,H,5,2006-02-18,Leverkusen,D1,6,17,H,0,Leverkusen_Duisburg_2005
194,1,FC Koln,25,2,1,0,0,0,0,1,31,H,13,2006-02-18,M'gladbach,D1,4,14,D,3,M'gladbach_FC Koln_2005
195,4,Wolfsburg,22,1,0,0,1,0,0,1,21,H,15,2006-02-18,Nurnberg,D1,3,18,H,8,Nurnberg_Wolfsburg_2005
196,2,Hamburg,21,1,0,2,1,0,1,1,25,A,7,2006-02-19,Ein Frankfurt,D1,5,16,D,2,Ein Frankfurt_Hamburg_2005
197,0,Mainz,25,2,0,1,1,0,1,4,27,H,17,2006-02-19,Stuttgart,D1,8,16,D,2,Stuttgart_Mainz_2005
198,0,Ein Frankfurt,18,5,0,2,3,0,1,1,17,H,13,2006-02-25,Bayern Munich,D1,2,17,H,5,Bayern Munich_Ein Frankfurt_2005
199,2,Dortmund,15,1,0,0,1,0,0,1,17,H,12,2006-02-25,Bielefeld,D1,7,14,H,3,Bielefeld_Dortmund_2005
200,3,Leverkusen,13,0,0,3,0,1,0,2,13,A,18,2006-02-25,FC Koln,D1,5,16,D,6,FC Koln_Leverkusen_2005
201,2,Kaiserslautern,20,0,0,2,0,0,2,2,26,A,9,2006-02-25,Mainz,D1,8,21,A,4,Mainz_Kaiserslautern_2005
202,1,Nurnberg,15,2,1,0,0,0,0,3,18,H,9,2006-02-25,Schalke 04,D1,7,16,D,0,Schalke 04_Nurnberg_2005
203,0,M'gladbach,19,2,0,0,2,0,0,1,16,H,6,2006-02-25,Werder Bremen,D1,10,14,H,6,Werder Bremen_M'gladbach_2005
204,0,Hannover,17,2,0,1,1,0,1,1,24,H,15,2006-02-25,Wolfsburg,D1,8,13,D,5,Wolfsburg_Hannover_2005
205,3,Hertha,34,2,1,1,1,0,0,3,24,H,10,2006-02-26,Duisburg,D1,3,19,H,6,Duisburg_Hertha_2005
206,3,Stuttgart,21,0,0,2,0,1,1,4,21,A,11,2006-02-26,Hamburg,D1,3,14,A,1,Hamburg_Stuttgart_2005
207,3,Hamburg,22,1,0,2,0,0,1,5,30,A,14,2006-03-04,Bayern Munich,D1,9,18,A,5,Bayern Munich_Hamburg_2005
208,1,Mainz,24,1,0,1,1,0,0,1,25,D,12,2006-03-04,Dortmund,D1,9,16,H,3,Dortmund_Mainz_2005
209,3,Schalke 04,14,1,1,2,0,0,2,4,13,A,9,2006-03-04,Hannover,D1,6,16,A,7,Hannover_Schalke 04_2005
210,2,FC Koln,13,2,0,4,0,0,0,5,27,A,19,2006-03-04,Hertha,D1,9,28,D,1,Hertha_FC Koln_2005
211,2,Werder Bremen,18,1,0,1,1,0,1,2,32,D,6,2006-03-04,Leverkusen,D1,3,8,D,4,Leverkusen_Werder Bremen_2005
212,1,Duisburg,18,3,1,0,2,0,0,3,27,H,10,2006-03-04,Nurnberg,D1,9,14,H,2,Nurnberg_Duisburg_2005
213,3,Wolfsburg,25,1,0,1,0,0,0,2,26,D,10,2006-03-05,Ein Frankfurt,D1,8,16,D,3,Ein Frankfurt_Wolfsburg_2005
214,2,Bielefeld,14,2,0,0,1,0,0,0,13,H,11,2006-03-05,M'gladbach,D1,7,19,H,2,M'gladbach_Bielefeld_2005
215,2,Stuttgart,14,1,0,1,1,0,0,2,13,D,15,2006-03-07,Kaiserslautern,D1,7,15,H,8,Kaiserslautern_Stuttgart_2005
216,3,Leverkusen,19,1,0,0,1,0,0,3,25,H,5,2006-03-11,Bielefeld,D1,7,10,H,2,Bielefeld_Leverkusen_2005
217,2,Hannover,12,0,0,0,0,0,0,2,26,D,12,2006-03-11,Duisburg,D1,3,11,D,9,Duisburg_Hannover_2005
218,6,Nurnberg,26,3,0,4,1,1,3,3,25,A,13,2006-03-11,FC Koln,D1,9,14,A,2,FC Koln_Nurnberg_2005
219,4,M'gladbach,25,3,0,0,0,0,0,0,20,H,13,2006-03-11,Mainz,D1,5,18,D,1,Mainz_M'gladbach_2005
220,2,Dortmund,16,0,0,0,0,0,0,0,16,D,13,2006-03-11,Stuttgart,D1,5,19,D,7,Stuttgart_Dortmund_2005
221,2,Hertha,23,0,0,3,0,0,0,5,20,A,10,2006-03-11,Werder Bremen,D1,4,17,D,1,Werder Bremen_Hertha_2005
222,3,Bayern Munich,18,0,0,0,0,0,0,1,15,D,18,2006-03-11,Wolfsburg,D1,0,3,D,6,Wolfsburg_Bayern Munich_2005
223,0,Kaiserslautern,13,3,0,0,0,0,0,0,20,H,19,2006-03-12,Hamburg,D1,7,19,D,0,Hamburg_Kaiserslautern_2005
224,2,Ein Frankfurt,19,2,0,0,0,0,0,1,25,H,7,2006-03-12,Schalke 04,D1,6,20,D,4,Schalke 04_Ein Frankfurt_2005
225,0,Kaiserslautern,12,2,0,1,1,0,1,2,20,H,8,2006-03-18,Dortmund,D1,11,37,D,1,Dortmund_Kaiserslautern_2005
226,2,Duisburg,33,5,1,2,3,0,2,5,33,H,7,2006-03-18,Ein Frankfurt,D1,5,13,H,2,Ein Frankfurt_Duisburg_2005
227,1,FC Koln,22,1,0,0,1,0,0,2,16,H,4,2006-03-18,Hannover,D1,11,20,H,3,Hannover_FC Koln_2005
228,0,Mainz,11,1,0,2,0,0,1,4,25,A,14,2006-03-18,Leverkusen,D1,10,18,A,5,Leverkusen_Mainz_2005
229,3,Stuttgart,18,1,0,1,0,0,0,3,30,D,6,2006-03-18,M'gladbach,D1,6,20,D,0,M'gladbach_Stuttgart_2005
230,3,Werder Bremen,17,3,0,1,2,0,0,1,15,H,19,2006-03-18,Nurnberg,D1,3,15,H,7,Nurnberg_Werder Bremen_2005
231,3,Hamburg,24,0,0,1,0,0,1,1,32,A,9,2006-03-18,Wolfsburg,D1,4,16,A,1,Wolfsburg_Hamburg_2005
232,3,Schalke 04,26,3,0,0,0,0,0,3,27,H,7,2006-03-19,Bayern Munich,D1,2,8,D,4,Bayern Munich_Schalke 04_2005
233,2,Bielefeld,17,1,0,0,0,0,0,3,23,H,5,2006-03-19,Hertha,D1,5,15,D,3,Hertha_Bielefeld_2005
234,4,Bayern Munich,31,1,0,3,1,0,0,5,27,A,15,2006-03-25,Duisburg,D1,2,9,H,5,Duisburg_Bayern Munich_2005
235,3,Ein Frankfurt,21,1,0,1,1,1,1,2,28,D,11,2006-03-25,FC Koln,D1,1,10,D,6,FC Koln_Ein Frankfurt_2005
236,2,Dortmund,15,2,0,4,1,0,1,3,14,A,13,2006-03-25,Hamburg,D1,13,13,D,1,Hamburg_Dortmund_2005
237,1,Hertha,14,2,0,2,0,0,1,4,22,D,17,2006-03-25,Mainz,D1,5,18,A,7,Mainz_Hertha_2005
238,1,Wolfsburg,9,2,0,2,1,0,1,2,28,D,10,2006-03-25,Schalke 04,D1,3,13,D,7,Schalke 04_Wolfsburg_2005
239,1,Leverkusen,19,0,0,2,0,0,1,3,25,A,11,2006-03-25,Stuttgart,D1,8,17,A,3,Stuttgart_Leverkusen_2005
240,1,Hannover,20,5,0,0,2,0,0,4,17,H,15,2006-03-25,Werder Bremen,D1,2,15,H,13,Werder Bremen_Hannover_2005
241,0,Nurnberg,21,0,0,0,0,0,0,2,22,D,10,2006-03-26,Bielefeld,D1,4,8,D,2,Bielefeld_Nurnberg_2005
242,1,M'gladbach,25,3,0,0,2,0,0,2,18,H,15,2006-03-26,Kaiserslautern,D1,1,8,H,7,Kaiserslautern_M'gladbach_2005
243,2,FC Koln,14,2,0,2,2,0,2,3,17,D,8,2006-04-01,Bayern Munich,D1,10,18,D,4,Bayern Munich_FC Koln_2005
244,2,Werder Bremen,24,0,0,1,0,0,0,4,25,A,11,2006-04-01,Ein Frankfurt,D1,2,10,D,7,Ein Frankfurt_Werder Bremen_2005
245,2,Stuttgart,21,2,0,0,0,0,0,4,24,H,12,2006-04-01,Hertha,D1,5,20,D,4,Hertha_Stuttgart_2005
246,0,Kaiserslautern,13,5,0,1,2,0,0,0,16,H,12,2006-04-01,Leverkusen,D1,7,24,H,5,Leverkusen_Kaiserslautern_2005
247,3,Dortmund,16,2,0,1,2,0,1,3,30,H,6,2006-04-01,M'gladbach,D1,9,18,H,2,M'gladbach_Dortmund_2005
248,1,Mainz,17,3,0,0,1,0,0,4,23,H,12,2006-04-01,Nurnberg,D1,7,14,H,3,Nurnberg_Mainz_2005
249,1,Duisburg,17,1,0,1,0,1,0,5,26,D,10,2006-04-01,Wolfsburg,D1,4,10,D,3,Wolfsburg_Duisburg_2005
250,2,Bielefeld,27,0,0,1,0,0,1,0,11,A,9,2006-04-02,Hannover,D1,5,14,A,3,Hannover_Bielefeld_2005
251,3,Hamburg,19,0,0,2,0,1,0,4,25,A,14,2006-04-02,Schalke 04,D1,5,18,D,4,Schalke 04_Hamburg_2005
252,3,Ein Frankfurt,15,1,1,0,0,0,0,3,24,H,11,2006-04-08,Bielefeld,D1,7,11,D,4,Bielefeld_Ein Frankfurt_2005
253,0,Leverkusen,16,1,0,2,1,0,1,2,19,A,20,2006-04-08,Dortmund,D1,11,20,D,7,Dortmund_Leverkusen_2005
254,1,Wolfsburg,14,3,0,0,0,0,0,3,21,H,10,2006-04-08,FC Koln,D1,10,15,D,4,FC Koln_Wolfsburg_2005
255,2,Hertha,24,0,0,2,0,0,2,1,17,A,12,2006-04-08,Kaiserslautern,D1,2,13,A,2,Kaiserslautern_Hertha_2005
256,1,Hannover,10,0,0,0,0,0,0,3,17,D,14,2006-04-08,Mainz,D1,4,10,D,9,Mainz_Hannover_2005
257,2,Nurnberg,21,1,1,0,0,0,0,3,22,H,9,2006-04-08,Stuttgart,D1,9,15,D,5,Stuttgart_Nurnberg_2005
258,3,Bayern Munich,21,3,0,0,1,0,0,3,13,H,16,2006-04-08,Werder Bremen,D1,3,9,H,10,Werder Bremen_Bayern Munich_2005
259,2,Schalke 04,36,1,0,1,1,0,0,4,24,D,13,2006-04-09,Duisburg,D1,4,15,H,4,Duisburg_Schalke 04_2005
260,1,M'gladbach,17,2,0,0,1,0,0,2,20,H,11,2006-04-09,Hamburg,D1,6,12,H,7,Hamburg_M'gladbach_2005
261,0,Bielefeld,16,2,0,0,0,0,0,1,14,H,9,2006-04-15,Bayern Munich,D1,16,24,D,2,Bayern Munich_Bielefeld_2005
262,1,Hamburg,25,0,0,2,0,0,2,2,25,A,7,2006-04-15,Duisburg,D1,8,25,A,3,Duisburg_Hamburg_2005
263,3,Mainz,17,0,0,0,0,0,0,0,17,D,9,2006-04-15,Ein Frankfurt,D1,5,16,D,2,Ein Frankfurt_Mainz_2005
264,2,Dortmund,16,0,0,0,0,0,0,3,20,D,19,2006-04-15,Hertha,D1,6,22,D,6,Hertha_Dortmund_2005
265,2,M'gladbach,20,2,1,1,1,0,0,4,26,H,6,2006-04-15,Leverkusen,D1,7,16,H,4,Leverkusen_M'gladbach_2005
266,1,FC Koln,22,1,0,1,0,0,1,2,33,D,11,2006-04-15,Schalke 04,D1,3,8,A,7,Schalke 04_FC Koln_2005
267,1,Werder Bremen,17,1,0,1,1,1,1,3,23,D,13,2006-04-15,Wolfsburg,D1,5,9,D,3,Wolfsburg_Werder Bremen_2005
268,2,Stuttgart,16,3,0,3,2,1,0,1,9,D,19,2006-04-16,Hannover,D1,9,9,H,7,Hannover_Stuttgart_2005
269,4,Kaiserslautern,15,3,0,2,1,0,1,3,27,H,17,2006-04-16,Nurnberg,D1,3,13,D,8,Nurnberg_Kaiserslautern_2005
270,4,Wolfsburg,19,0,0,1,0,0,1,2,15,A,10,2006-04-22,Bielefeld,D1,8,16,A,0,Bielefeld_Wolfsburg_2005
271,2,Nurnberg,19,2,0,1,1,0,1,4,31,H,14,2006-04-22,Dortmund,D1,9,20,D,4,Dortmund_Nurnberg_2005
272,2,Duisburg,26,3,0,1,1,0,0,2,19,H,10,2006-04-22,FC Koln,D1,3,16,H,1,FC Koln_Duisburg_2005
273,2,Leverkusen,12,0,0,2,0,0,1,2,20,A,11,2006-04-22,Hamburg,D1,12,33,A,3,Hamburg_Leverkusen_2005
274,3,Hannover,23,1,0,0,1,0,0,5,28,H,15,2006-04-22,Kaiserslautern,D1,1,8,H,6,Kaiserslautern_Hannover_2005
275,4,Hertha,32,2,0,2,1,0,1,3,25,D,25,2006-04-22,M'gladbach,D1,3,10,D,5,M'gladbach_Hertha_2005
276,2,Ein Frankfurt,19,0,0,2,0,0,0,1,13,A,10,2006-04-22,Stuttgart,D1,8,11,D,2,Stuttgart_Ein Frankfurt_2005
277,3,Bayern Munich,25,2,0,2,2,0,2,2,24,D,11,2006-04-23,Mainz,D1,2,14,D,8,Mainz_Bayern Munich_2005
278,3,Schalke 04,32,0,0,0,0,0,0,1,15,D,13,2006-04-23,Werder Bremen,D1,7,17,D,5,Werder Bremen_Schalke 04_2005
279,1,Hamburg,10,0,0,1,0,0,1,2,18,A,5,2006-05-02,FC Koln,D1,19,25,A,3,FC Koln_Hamburg_2005
280,1,Dortmund,9,1,0,2,1,0,0,4,20,A,5,2006-05-02,Hannover,D1,8,26,H,1,Hannover_Dortmund_2005
281,2,Leverkusen,16,1,0,5,1,0,3,1,12,A,12,2006-05-02,Hertha,D1,11,23,A,3,Hertha_Leverkusen_2005
282,2,M'gladbach,19,5,0,2,1,0,2,3,22,H,12,2006-05-02,Nurnberg,D1,1,20,A,5,Nurnberg_M'gladbach_2005
283,1,Stuttgart,17,3,0,1,2,0,1,1,14,H,9,2006-05-03,Bayern Munich,D1,1,17,H,4,Bayern Munich_Stuttgart_2005
284,5,Werder Bremen,23,3,0,5,2,0,3,3,18,A,19,2006-05-03,Duisburg,D1,5,17,A,4,Duisburg_Werder Bremen_2005
285,1,Kaiserslautern,17,2,0,2,0,0,1,2,17,D,15,2006-05-03,Ein Frankfurt,D1,11,16,A,5,Ein Frankfurt_Kaiserslautern_2005
286,2,Bielefeld,24,3,0,1,1,0,0,3,21,H,6,2006-05-03,Schalke 04,D1,4,24,H,2,Schalke 04_Bielefeld_2005
287,3,Mainz,17,0,0,3,0,0,1,1,21,A,9,2006-05-03,Wolfsburg,D1,8,17,A,2,Wolfsburg_Mainz_2005
288,2,Duisburg,15,0,0,2,0,0,0,0,21,A,11,2006-05-06,Bielefeld,D1,7,14,D,8,Bielefeld_Duisburg_2005
289,2,Ein Frankfurt,21,1,0,1,0,0,0,3,19,D,8,2006-05-06,Dortmund,D1,10,18,D,3,Dortmund_Ein Frankfurt_2005
290,4,Hamburg,16,4,0,2,1,1,2,2,18,H,26,2006-05-06,Hertha,D1,3,19,A,9,Hertha_Hamburg_2005
291,1,Bayern Munich,15,1,0,1,1,0,0,0,13,D,18,2006-05-06,Kaiserslautern,D1,3,5,H,8,Kaiserslautern_Bayern Munich_2005
292,0,Nurnberg,10,2,0,2,0,0,1,3,22,D,12,2006-05-06,Leverkusen,D1,5,18,A,3,Leverkusen_Nurnberg_2005
293,1,Schalke 04,22,1,0,0,1,0,0,1,15,H,12,2006-05-06,Mainz,D1,1,9,H,7,Mainz_Schalke 04_2005
294,2,Hannover,16,2,0,2,0,0,1,1,15,D,9,2006-05-06,M'gladbach,D1,13,22,A,6,M'gladbach_Hannover_2005
295,4,Wolfsburg,24,2,0,1,1,0,1,0,16,H,14,2006-05-06,Stuttgart,D1,5,17,D,3,Stuttgart_Wolfsburg_2005
296,1,FC Koln,20,6,0,0,3,0,0,0,18,H,12,2006-05-06,Werder Bremen,D1,4,19,H,5,Werder Bremen_FC Koln_2005
297,1,Dortmund,19,3,0,3,1,0,1,1,17,D,13,2006-05-13,Bayern Munich,D1,6,19,D,4,Bayern Munich_Dortmund_2005
298,2,Mainz,20,0,0,0,0,0,0,2,16,D,15,2006-05-13,Duisburg,D1,6,17,D,5,Duisburg_Mainz_2005
299,2,M'gladbach,23,0,0,2,0,0,0,3,16,A,14,2006-05-13,Ein Frankfurt,D1,3,16,D,7,Ein Frankfurt_M'gladbach_2005
300,2,Bielefeld,14,4,0,2,1,0,0,0,10,H,13,2006-05-13,FC Koln,D1,4,20,H,5,FC Koln_Bielefeld_2005
301,4,Werder Bremen,22,1,0,2,0,0,1,2,23,A,11,2006-05-13,Hamburg,D1,7,12,A,4,Hamburg_Werder Bremen_2005
302,0,Leverkusen,22,2,0,2,1,0,2,0,15,D,8,2006-05-13,Hannover,D1,6,17,A,2,Hannover_Leverkusen_2005
303,3,Hertha,19,2,1,1,1,1,1,5,23,H,17,2006-05-13,Nurnberg,D1,4,21,D,8,Nurnberg_Hertha_2005
304,0,Stuttgart,8,3,0,2,0,0,1,1,36,H,15,2006-05-13,Schalke 04,D1,5,23,A,4,Schalke 04_Stuttgart_2005
305,5,Kaiserslautern,21,2,0,2,0,0,1,4,25,D,8,2006-05-13,Wolfsburg,D1,4,19,A,3,Wolfsburg_Kaiserslautern_2005
