,Time,HC,HR,FTAG,HTHG,AST,AR,Div,HTR,Referee,AwayTeam,HST,HY,HomeTeam,HF,AS,HS,HTAG,FTHG,AC,AF,AY,Date,FTR,idGame
167,18:00,8,0,0,1,1,0,E0,H,D England,Brighton,6,0,Man City,4,5,16,0,1,4,12,2,13/01/2021,H,Man City_Brighton_2020
168,20:15,6,0,1,1,4,0,E0,H,P Tierney,Fulham,6,1,Tottenham,13,15,15,0,1,5,15,2,13/01/2021,D,Tottenham_Fulham_2020
169,20:00,7,0,0,0,2,0,E0,D,A Marriner,Crystal Palace,4,1,Arsenal,10,12,11,0,0,3,11,1,14/01/2021,D,Arsenal_Crystal Palace_2020
170,12:30,11,0,3,2,5,0,E0,H,M Oliver,West Brom,6,2,Wolves,10,12,23,1,2,0,14,1,16/01/2021,A,Wolves_West Brom_2020
171,15:00,5,0,1,0,2,0,E0,A,K Friend,Brighton,2,1,Leeds,8,7,7,1,0,2,9,1,16/01/2021,A,Leeds_Brighton_2020
172,15:00,7,0,0,1,2,0,E0,H,C Kavanagh,Burnley,4,2,West Ham,12,10,15,0,1,4,9,1,16/01/2021,H,West Ham_Burnley_2020
173,17:30,1,1,1,0,6,0,E0,D,P Bankes,Chelsea,3,2,Fulham,11,21,10,0,0,12,10,3,16/01/2021,A,Fulham_Chelsea_2020
174,20:00,2,0,0,1,3,0,E0,H,S Attwell,Southampton,5,2,Leicester,10,8,16,0,2,5,11,2,16/01/2021,H,Leicester_Southampton_2020
175,14:00,5,0,3,0,5,0,E0,A,A Marriner,Tottenham,5,4,Sheffield United,13,14,15,2,1,7,4,0,17/01/2021,A,Sheffield United_Tottenham_2020
176,16:30,7,0,0,0,4,0,E0,D,P Tierney,Man United,3,2,Liverpool,15,8,17,0,0,3,6,1,17/01/2021,D,Liverpool_Man United_2020
177,19:15,11,0,0,1,0,0,E0,H,L Mason,Crystal Palace,6,0,Man City,9,2,13,0,4,1,8,0,17/01/2021,H,Man City_Crystal Palace_2020
178,20:00,7,0,0,0,1,0,E0,D,D Coote,Newcastle,6,0,Arsenal,9,4,20,0,3,2,8,0,18/01/2021,H,Arsenal_Newcastle_2020
179,18:00,3,0,1,1,2,0,E0,H,G Scott,West Brom,6,0,West Ham,10,6,14,0,2,1,10,1,19/01/2021,H,West Ham_West Brom_2020
180,20:15,6,0,0,2,5,0,E0,H,C Pawson,Chelsea,6,1,Leicester,7,9,8,0,2,3,16,3,19/01/2021,H,Leicester_Chelsea_2020
181,18:00,16,0,0,0,4,0,E0,D,J Moss,Aston Villa,9,0,Man City,10,11,28,0,2,2,9,2,20/01/2021,H,Man City_Aston Villa_2020
182,20:15,2,0,2,1,5,0,E0,D,M Atkinson,Man United,5,3,Fulham,6,15,12,1,1,8,10,1,20/01/2021,A,Fulham_Man United_2020
183,20:00,12,0,1,0,4,0,E0,D,M Dean,Burnley,6,2,Liverpool,11,6,27,0,0,0,8,1,21/01/2021,A,Liverpool_Burnley_2020
184,20:00,5,0,0,2,1,0,E0,H,S Hooper,Newcastle,5,0,Aston Villa,9,7,14,0,2,4,18,3,23/01/2021,H,Aston Villa_Newcastle_2020
185,18:00,3,0,3,1,7,0,E0,A,S Attwell,West Ham,3,0,Crystal Palace,9,17,6,2,2,4,8,0,26/01/2021,A,Crystal Palace_West Ham_2020
186,18:00,9,0,2,0,2,0,E0,A,A Taylor,Leeds,5,1,Newcastle,10,9,22,1,1,5,15,3,26/01/2021,A,Newcastle_Leeds_2020
187,20:15,4,0,3,1,5,0,E0,A,K Friend,Arsenal,5,1,Southampton,11,9,13,2,1,5,6,2,26/01/2021,A,Southampton_Arsenal_2020
188,20:15,3,0,5,0,7,0,E0,A,C Kavanagh,Man City,1,2,West Brom,8,18,4,4,0,8,8,0,26/01/2021,A,West Brom_Man City_2020
189,18:00,2,0,2,0,10,0,E0,A,P Tierney,Aston Villa,5,1,Burnley,16,18,10,1,3,4,7,0,27/01/2021,H,Burnley_Aston Villa_2020
190,18:00,13,0,0,0,0,0,E0,D,A Madley,Wolves,5,1,Chelsea,14,4,14,0,0,1,7,1,27/01/2021,D,Chelsea_Wolves_2020
191,19:30,10,0,0,0,3,0,E0,D,C Pawson,Fulham,5,2,Brighton,10,10,16,0,0,0,14,1,27/01/2021,D,Brighton_Fulham_2020
192,20:15,5,0,1,1,6,0,E0,H,M Dean,Leicester,2,1,Everton,12,19,8,0,1,11,10,1,27/01/2021,D,Everton_Leicester_2020
193,20:15,7,0,2,0,3,0,E0,A,P Bankes,Sheffield United,4,1,Man United,10,5,16,1,1,2,12,1,27/01/2021,A,Man United_Sheffield United_2020
194,20:00,1,0,3,0,7,0,E0,A,M Atkinson,Liverpool,2,1,Tottenham,9,14,3,1,1,2,11,2,28/01/2021,A,Tottenham_Liverpool_2020
195,12:30,7,0,2,0,3,0,E0,D,S Attwell,Newcastle,3,3,Everton,13,13,11,0,0,12,6,4,30/01/2021,A,Everton_Newcastle_2020
196,15:00,1,0,0,0,4,0,E0,D,S Hooper,Wolves,2,1,Crystal Palace,7,6,11,0,1,6,10,2,30/01/2021,H,Crystal Palace_Wolves_2020
197,15:00,10,0,0,1,1,0,E0,H,D Coote,Sheffield United,5,0,Man City,7,4,10,0,1,0,10,3,30/01/2021,H,Man City_Sheffield United_2020
198,15:00,2,0,2,0,7,0,E0,A,A Taylor,Fulham,3,1,West Brom,9,12,5,1,2,3,10,0,30/01/2021,D,West Brom_Fulham_2020
199,17:30,4,0,0,0,3,0,E0,D,M Oliver,Man United,3,1,Arsenal,9,14,17,0,0,7,16,3,30/01/2021,D,Arsenal_Man United_2020
200,20:00,7,0,1,0,4,0,E0,A,L Mason,Aston Villa,5,1,Southampton,12,8,20,1,0,1,11,0,30/01/2021,A,Southampton_Aston Villa_2020
201,12:00,4,0,0,1,0,0,E0,H,G Scott,Burnley,8,0,Chelsea,7,1,19,0,2,2,9,1,31/01/2021,H,Chelsea_Burnley_2020
202,14:00,6,0,3,1,7,0,E0,D,C Kavanagh,Leeds,8,0,Leicester,17,8,18,1,1,4,16,3,31/01/2021,A,Leicester_Leeds_2020
203,16:30,6,0,3,0,5,0,E0,D,J Moss,Liverpool,2,2,West Ham,7,14,8,0,1,5,8,0,31/01/2021,A,West Ham_Liverpool_2020
204,19:15,9,0,0,1,4,0,E0,H,P Bankes,Tottenham,5,2,Brighton,11,8,16,0,1,2,11,1,31/01/2021,H,Brighton_Tottenham_2020
205,18:00,9,0,1,0,4,0,E0,A,P Tierney,West Brom,6,2,Sheffield United,11,8,14,1,2,2,9,1,02/02/2021,H,Sheffield United_West Brom_2020
206,18:00,9,0,1,1,3,2,E0,D,C Pawson,Arsenal,7,3,Wolves,11,9,11,1,2,6,8,2,02/02/2021,H,Wolves_Arsenal_2020
207,20:15,5,0,0,4,1,2,E0,H,M Dean,Southampton,14,2,Man United,11,3,24,0,9,3,6,3,02/02/2021,H,Man United_Southampton_2020
208,20:15,9,0,2,1,3,0,E0,A,D England,Crystal Palace,5,1,Newcastle,14,6,21,2,1,1,11,3,02/02/2021,A,Newcastle_Crystal Palace_2020
209,18:00,1,0,2,0,6,0,E0,A,M Atkinson,Man City,0,2,Burnley,8,17,2,2,0,3,5,1,03/02/2021,A,Burnley_Man City_2020
210,18:00,5,0,2,0,5,0,E0,A,R Jones,Leicester,1,3,Fulham,17,9,8,2,0,2,10,1,03/02/2021,A,Fulham_Leicester_2020
211,19:30,7,0,2,0,6,0,E0,A,M Oliver,Everton,7,2,Leeds,12,10,16,2,1,1,12,3,03/02/2021,A,Leeds_Everton_2020
212,20:15,7,0,3,0,10,0,E0,D,A Madley,West Ham,2,1,Aston Villa,11,20,9,0,1,3,15,1,03/02/2021,A,Aston Villa_West Ham_2020
213,20:15,6,0,1,0,4,0,E0,D,K Friend,Brighton,1,1,Liverpool,12,13,11,0,0,3,6,0,03/02/2021,A,Liverpool_Brighton_2020
214,20:00,2,0,1,0,2,0,E0,A,A Marriner,Chelsea,2,2,Tottenham,20,18,7,1,0,7,14,3,04/02/2021,A,Tottenham_Chelsea_2020
215,12:30,3,0,0,1,3,0,E0,H,C Kavanagh,Arsenal,8,3,Aston Villa,12,14,12,0,1,7,12,2,06/02/2021,H,Aston Villa_Arsenal_2020
216,15:00,8,0,1,0,2,0,E0,A,A Taylor,Brighton,7,2,Burnley,8,10,20,1,1,7,10,0,06/02/2021,D,Burnley_Brighton_2020
217,15:00,0,1,2,3,5,0,E0,H,C Pawson,Southampton,4,2,Newcastle,11,14,6,1,3,7,14,1,06/02/2021,H,Newcastle_Southampton_2020
218,17:30,7,0,0,0,1,1,E0,D,M Dean,West Ham,2,1,Fulham,11,8,20,0,0,3,10,2,06/02/2021,D,Fulham_West Ham_2020
219,20:00,5,0,3,2,3,0,E0,H,J Moss,Everton,5,2,Man United,14,6,14,0,3,1,10,1,06/02/2021,D,Man United_Everton_2020
220,12:00,8,0,0,0,1,0,E0,D,S Attwell,West Brom,6,1,Tottenham,16,4,13,0,2,0,12,2,07/02/2021,H,Tottenham_West Brom_2020
221,14:00,8,0,0,0,3,0,E0,D,M Atkinson,Leicester,1,1,Wolves,11,13,13,0,0,2,15,3,07/02/2021,D,Wolves_Leicester_2020
222,16:30,6,0,4,0,5,0,E0,D,M Oliver,Man City,3,2,Liverpool,13,8,8,0,1,1,8,1,07/02/2021,A,Liverpool_Man City_2020
223,19:15,1,0,2,0,3,0,E0,A,K Friend,Chelsea,3,1,Sheffield United,8,9,8,1,1,8,8,0,07/02/2021,A,Sheffield United_Chelsea_2020
224,20:00,5,0,0,1,3,0,E0,H,A Marriner,Crystal Palace,7,0,Leeds,7,8,17,0,2,3,8,2,08/02/2021,H,Leeds_Crystal Palace_2020
225,12:30,2,0,1,0,4,0,E0,D,A Taylor,Liverpool,6,1,Leicester,9,15,11,0,3,12,6,2,13/02/2021,H,Leicester_Liverpool_2020
226,15:00,7,0,3,0,4,0,E0,A,M Oliver,Burnley,3,0,Crystal Palace,15,16,13,2,0,4,14,0,13/02/2021,A,Crystal Palace_Burnley_2020
227,17:30,4,0,0,1,3,0,E0,H,P Tierney,Tottenham,6,1,Man City,12,7,15,0,3,2,13,3,13/02/2021,H,Man City_Tottenham_2020
228,20:00,9,0,0,0,1,0,E0,D,D England,Aston Villa,9,2,Brighton,16,4,26,0,0,2,12,3,13/02/2021,D,Brighton_Aston Villa_2020
229,12:00,4,0,2,1,4,0,E0,H,G Scott,Wolves,3,2,Southampton,10,10,7,0,1,6,9,2,14/02/2021,A,Southampton_Wolves_2020
230,14:00,4,0,1,1,7,0,E0,D,C Pawson,Man United,3,5,West Brom,13,10,7,1,1,5,10,0,14/02/2021,D,West Brom_Man United_2020
231,16:30,4,0,2,3,5,0,E0,H,S Attwell,Leeds,5,0,Arsenal,8,9,13,0,4,5,17,2,14/02/2021,H,Arsenal_Leeds_2020
232,19:00,5,0,2,0,3,0,E0,D,A Madley,Fulham,2,1,Everton,7,12,7,0,0,4,16,1,14/02/2021,A,Everton_Fulham_2020
233,18:00,7,0,0,1,5,0,E0,H,S Hooper,Sheffield United,9,0,West Ham,11,8,13,0,3,7,12,2,15/02/2021,H,West Ham_Sheffield United_2020
234,20:00,10,0,0,2,4,0,E0,H,P Bankes,Newcastle,5,0,Chelsea,9,10,18,0,2,5,13,0,15/02/2021,H,Chelsea_Newcastle_2020
235,18:00,5,0,1,0,3,0,E0,D,J Moss,Fulham,3,1,Burnley,7,8,8,0,1,5,13,1,17/02/2021,D,Burnley_Fulham_2020
236,20:15,0,0,3,1,7,0,E0,D,A Marriner,Man City,2,2,Everton,8,16,3,1,1,10,8,1,17/02/2021,A,Everton_Man City_2020
237,20:00,7,0,0,0,7,0,E0,D,D Coote,Leeds,5,1,Wolves,13,18,15,0,1,9,8,0,19/02/2021,H,Wolves_Leeds_2020
238,12:30,3,0,1,1,3,0,E0,H,A Taylor,Chelsea,1,1,Southampton,10,9,4,0,1,6,10,1,20/02/2021,D,Southampton_Chelsea_2020
239,15:00,5,0,0,0,3,1,E0,D,M Dean,West Brom,1,3,Burnley,16,10,6,0,0,5,10,0,20/02/2021,D,Burnley_West Brom_2020
240,17:30,7,0,2,0,6,0,E0,A,C Kavanagh,Everton,6,2,Liverpool,10,9,15,1,0,2,10,1,20/02/2021,A,Liverpool_Everton_2020
241,20:00,6,0,0,0,2,0,E0,D,M Atkinson,Sheffield United,7,1,Fulham,11,4,15,0,1,4,14,2,20/02/2021,H,Fulham_Sheffield United_2020
242,12:00,5,0,1,1,4,0,E0,H,C Pawson,Tottenham,4,4,West Ham,14,20,4,0,2,7,7,3,21/02/2021,H,West Ham_Tottenham_2020
243,14:05,7,0,2,0,7,0,E0,A,M Oliver,Leicester,2,2,Aston Villa,11,16,11,2,1,8,12,1,21/02/2021,A,Aston Villa_Leicester_2020
244,16:30,1,0,1,0,3,0,E0,A,J Moss,Man City,1,2,Arsenal,11,15,7,1,0,3,9,2,21/02/2021,A,Arsenal_Man City_2020
245,19:00,6,0,1,1,6,0,E0,D,P Tierney,Newcastle,7,1,Man United,9,10,15,1,3,4,11,2,21/02/2021,H,Man United_Newcastle_2020
246,20:00,13,0,2,0,2,0,E0,A,K Friend,Crystal Palace,5,2,Brighton,11,3,25,1,1,0,6,0,22/02/2021,A,Brighton_Crystal Palace_2020
247,18:00,2,0,0,0,5,0,E0,D,A Marriner,Southampton,7,1,Leeds,11,13,11,0,3,4,13,2,23/02/2021,H,Leeds_Southampton_2020
248,12:30,4,0,1,1,3,0,E0,D,M Oliver,West Ham,3,1,Man City,8,9,10,1,2,2,11,1,27/02/2021,H,Man City_West Ham_2020
249,15:00,7,0,0,1,6,0,E0,H,L Mason,Brighton,2,0,West Brom,11,15,6,0,1,4,12,0,27/02/2021,H,West Brom_Brighton_2020
250,17:30,7,0,1,0,4,0,E0,A,P Bankes,Aston Villa,3,3,Leeds,14,9,13,1,0,5,14,2,27/02/2021,A,Leeds_Aston Villa_2020
251,20:00,3,0,1,0,4,0,E0,D,M Dean,Wolves,7,2,Newcastle,11,14,19,0,1,5,13,0,27/02/2021,D,Newcastle_Wolves_2020
252,12:00,1,0,0,0,4,0,E0,D,A Taylor,Fulham,0,1,Crystal Palace,10,16,3,0,0,3,14,1,28/02/2021,D,Crystal Palace_Fulham_2020
253,12:00,2,0,3,1,4,0,E0,A,P Tierney,Arsenal,3,2,Leicester,15,12,8,2,1,7,3,1,28/02/2021,A,Leicester_Arsenal_2020
254,14:00,3,0,0,3,3,0,E0,H,K Friend,Burnley,7,0,Tottenham,6,10,16,0,4,4,10,0,28/02/2021,H,Tottenham_Burnley_2020
255,16:30,3,0,0,0,4,0,E0,D,S Attwell,Man United,6,1,Chelsea,11,11,18,0,0,4,12,2,28/02/2021,D,Chelsea_Man United_2020
256,19:15,4,0,2,0,8,0,E0,D,J Moss,Liverpool,2,0,Sheffield United,9,16,8,0,0,3,9,0,28/02/2021,A,Sheffield United_Liverpool_2020
257,20:00,4,0,0,1,1,0,E0,H,M Atkinson,Southampton,1,0,Everton,13,9,7,0,1,10,9,2,01/03/2021,H,Everton_Southampton_2020
258,20:00,10,0,1,1,1,0,E0,H,C Kavanagh,Wolves,10,0,Man City,9,6,22,0,4,2,5,1,02/03/2021,H,Man City_Wolves_2020
259,18:00,5,0,1,1,4,0,E0,D,A Madley,Leicester,7,0,Burnley,6,15,12,1,1,8,12,2,03/03/2021,D,Burnley_Leicester_2020
260,18:00,2,1,0,1,4,0,E0,H,R Jones,Aston Villa,2,1,Sheffield United,13,16,9,0,1,7,6,0,03/03/2021,H,Sheffield United_Aston Villa_2020
261,20:15,4,0,0,0,1,0,E0,D,A Marriner,Man United,2,1,Crystal Palace,4,11,8,0,0,6,13,0,03/03/2021,D,Crystal Palace_Man United_2020
262,18:00,4,0,1,0,2,0,E0,A,D Coote,Tottenham,3,2,Fulham,13,9,11,1,0,1,9,1,04/03/2021,A,Fulham_Tottenham_2020
263,18:00,3,0,1,0,3,0,E0,D,D England,Everton,3,3,West Brom,9,11,11,0,0,3,7,1,04/03/2021,A,West Brom_Everton_2020
264,20:15,5,0,1,0,5,0,E0,A,M Atkinson,Chelsea,1,0,Liverpool,9,11,7,1,0,2,8,0,04/03/2021,A,Liverpool_Chelsea_2020
265,12:30,2,0,1,1,3,0,E0,D,A Marriner,Arsenal,5,1,Burnley,5,15,9,1,1,4,12,1,06/03/2021,D,Burnley_Arsenal_2020
266,15:00,7,0,2,0,5,0,E0,A,P Tierney,Southampton,2,4,Sheffield United,17,15,8,1,0,3,11,3,06/03/2021,A,Sheffield United_Southampton_2020
267,17:30,5,0,0,0,2,0,E0,D,A Madley,Wolves,1,1,Aston Villa,13,10,9,0,0,3,13,0,06/03/2021,D,Aston Villa_Wolves_2020
268,20:00,6,0,2,1,4,0,E0,H,M Oliver,Leicester,2,0,Brighton,14,8,7,0,1,6,8,1,06/03/2021,A,Brighton_Leicester_2020
269,12:00,9,0,0,0,5,0,E0,D,M Atkinson,Newcastle,3,0,West Brom,11,9,13,0,0,7,10,0,07/03/2021,D,West Brom_Newcastle_2020
270,14:00,9,0,1,0,3,0,E0,A,K Friend,Fulham,3,2,Liverpool,10,10,16,1,0,4,8,3,07/03/2021,A,Liverpool_Fulham_2020
271,16:30,6,0,2,0,6,0,E0,A,A Taylor,Man United,6,0,Man City,9,8,23,1,0,2,12,3,07/03/2021,A,Man City_Man United_2020
272,19:15,1,0,1,1,1,0,E0,D,S Attwell,Crystal Palace,5,2,Tottenham,8,5,12,1,4,5,17,3,07/03/2021,H,Tottenham_Crystal Palace_2020
