Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,B365H,B365D,B365A,BWH,BWD,BWA,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,SBH,SBD,SBA,WHH,WHD,WHA,GB>2.5,GB<2.5,GBAHH,GBAHA,GBAH,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43
T1,2004-10-29,Trabzonspor,Diyarbakirspor,4,1,H,2,0,H,1.3,4.33,8.0,1.35,4.2,7.5,1.3,4.5,7.5,1.35,4.0,7.0,1.4,3.75,7.0,1.25,5.0,9.0,1.33,4.0,8.0,1.6,2.1,1.8,1.63,-1.5,,,,,,,,
T1,2004-10-30,Besiktas,Fenerbahce,2,1,H,0,0,D,2.62,3.1,2.37,2.6,3.3,2.35,2.6,3.15,2.45,2.5,3.0,2.5,2.5,3.25,2.38,2.75,3.2,2.3,2.62,3.1,2.37,1.71,1.95,1.42,2.45,0.5,,,,,,,,
T1,2004-10-30,Denizlispor,Samsunspor,2,0,H,2,0,H,1.9,3.25,3.4,1.95,3.25,3.4,1.9,3.2,3.55,1.9,3.1,3.5,1.91,3.4,3.25,1.91,3.2,3.6,1.9,3.25,3.4,1.65,2.0,1.9,1.68,-0.5,,,,,,,,
T1,2004-10-30,Gaziantepspor,Rizespor,0,1,A,0,1,A,1.72,3.4,4.0,1.85,3.35,3.65,1.8,3.3,3.8,1.65,3.3,4.4,1.73,3.5,3.75,1.83,3.25,3.75,1.7,3.4,4.1,1.71,1.95,1.8,1.77,-0.5,,,,,,,,
T1,2004-10-30,Genclerbirligi,Istanbulspor,1,0,H,1,0,H,1.57,3.5,5.0,1.65,3.5,4.5,1.6,3.5,4.7,1.45,3.8,5.4,1.67,3.6,4.0,1.62,3.5,4.75,1.55,3.6,5.0,1.65,2.0,1.55,2.06,-0.5,,,,,,,,
T1,2004-10-31,Ankaraspor,Ankaragucu,2,0,H,1,0,H,2.37,3.1,2.62,2.3,3.25,2.7,2.35,3.15,2.65,2.3,3.0,2.7,2.38,3.25,2.6,2.5,3.2,2.5,2.5,3.25,2.4,1.75,1.9,2.35,1.44,-0.5,,,,,,,,
T1,2004-10-31,Galatasaray,A. Sebatspor,2,0,H,0,0,D,1.08,7.5,15.0,1.08,8.0,16.0,1.12,6.3,14.0,1.12,6.5,13.0,1.1,7.0,13.0,1.11,7.0,13.0,1.1,7.0,13.0,,,,,,,,,,,,,
T1,2004-10-31,Malatyaspor,Kayserispor,0,1,A,0,1,A,1.36,4.0,7.0,1.45,3.9,6.0,1.4,4.0,6.3,1.35,4.0,7.0,1.4,3.75,7.0,1.4,3.75,7.5,1.3,4.5,7.5,1.55,2.2,2.0,1.5,-1.5,,,,,,,,
T1,2004-10-31,Sakaryaspor,Konyaspor,1,4,A,1,2,A,2.3,3.25,2.62,2.55,3.2,2.45,2.55,3.1,2.45,2.4,3.0,2.6,2.6,3.25,2.38,2.5,3.2,2.5,2.35,3.2,2.6,1.65,2.0,1.4,2.45,0.5,,,,,,,,
T1,2004-11-05,Diyarbakirspor,Galatasaray,2,0,H,1,0,H,5.5,3.6,1.5,6.0,3.6,1.5,5.25,3.5,1.55,4.6,3.4,1.6,5.0,3.6,1.57,4.5,3.4,1.67,4.8,3.4,1.6,1.65,2.0,2.27,1.45,0.5,,,,,,,,
T1,2004-11-06,A. Sebatspor,Malatyaspor,1,1,D,0,0,D,3.4,3.25,1.9,3.6,3.4,1.85,3.7,3.25,1.85,3.5,3.2,1.85,3.6,3.4,1.8,3.6,3.2,1.91,3.55,3.3,1.85,1.65,2.0,1.73,1.85,0.5,,,,,,,,
T1,2004-11-06,Fenerbahce,Ankaraspor,1,0,H,1,0,H,1.22,5.0,9.0,1.2,5.5,10.5,1.23,5.0,9.5,1.25,4.5,9.0,1.2,5.5,9.0,1.2,5.5,10.0,1.22,5.0,9.5,1.5,2.3,1.23,3.28,-0.5,,,,,,,,
T1,2004-11-06,Istanbulspor,Denizlispor,1,1,D,1,1,D,3.2,3.2,2.0,3.5,3.35,1.9,3.25,3.2,2.0,3.4,3.2,1.9,3.2,3.2,2.0,3.25,3.25,2.0,3.1,3.3,2.0,1.71,1.95,1.61,2.0,0.5,,,,,,,,
T1,2004-11-06,Samsunspor,Gaziantepspor,1,3,A,0,2,A,1.9,3.25,3.4,1.75,3.45,4.0,1.9,3.25,3.5,1.85,3.1,3.6,1.91,3.4,3.25,1.91,3.4,3.4,1.8,3.35,3.7,1.71,1.95,1.9,1.69,-0.5,,,,,,,,
T1,2004-11-07,Ankaragucu,Trabzonspor,0,2,A,0,1,A,3.75,3.2,1.8,3.6,3.4,1.85,4.0,3.2,1.8,3.7,3.2,1.8,4.0,3.4,1.73,3.5,3.25,1.91,4.0,3.4,1.72,1.65,2.0,1.81,1.75,0.5,,,,,,,,
T1,2004-11-07,Kayserispor,Genclerbirligi,1,2,A,1,1,D,2.4,3.1,2.6,2.3,3.25,2.7,2.38,3.1,2.65,2.3,3.1,2.6,2.4,3.25,2.5,2.4,3.2,2.6,2.35,3.2,2.6,1.71,1.95,2.38,1.43,-0.5,,,,,,,,
T1,2004-11-07,Konyaspor,Besiktas,2,2,D,0,1,A,3.4,3.6,1.8,4.15,3.5,1.7,4.0,3.25,1.77,3.8,3.3,1.75,4.0,3.5,1.73,3.75,3.3,1.83,4.0,3.4,1.72,1.65,2.0,1.79,1.77,0.5,,,,,,,,
T1,2004-11-07,Rizespor,Sakaryaspor,2,0,H,1,0,H,1.44,3.75,6.0,1.4,4.0,6.75,1.4,3.9,6.75,1.4,3.9,6.0,1.4,3.75,7.0,1.44,3.75,6.5,1.4,3.8,6.75,1.65,2.0,1.4,2.47,-0.5,,,,,,,,
T1,2004-11-20,Ankaraspor,Konyaspor,1,3,A,0,0,D,2.0,3.2,3.2,2.0,3.3,3.25,2.0,3.2,3.2,1.9,3.2,3.4,2.0,3.4,3.0,2.0,3.25,3.25,1.75,3.4,3.85,1.65,2.0,2.0,1.6,-0.5,,,,,,,,
T1,2004-11-20,Galatasaray,Malatyaspor,1,1,D,0,1,A,1.4,3.75,7.0,1.45,3.85,6.05,1.4,4.0,6.5,1.4,3.9,6.0,1.4,4.0,6.5,1.44,3.75,6.5,1.33,4.33,7.0,1.55,2.2,1.95,1.52,-1.5,,,,,,,,
T1,2004-11-20,Sakaryaspor,Samsunspor,4,2,H,3,0,H,3.2,3.2,2.0,3.6,3.4,1.85,3.5,3.2,1.9,3.4,3.2,1.9,3.5,3.4,1.83,3.4,3.25,1.95,3.25,3.3,1.95,1.65,2.0,1.67,1.9,0.5,,,,,,,,
T1,2004-11-20,Trabzonspor,Fenerbahce,0,2,A,0,1,A,2.37,3.2,2.6,2.3,3.2,2.75,2.35,3.0,2.75,2.4,2.9,2.7,2.4,3.2,2.6,2.38,3.1,2.7,2.5,3.1,2.5,1.75,1.9,2.35,1.43,-0.5,,,,,,,,
T1,2004-11-21,Besiktas,Rizespor,2,2,D,0,1,A,1.5,3.6,5.5,1.45,3.7,6.5,1.45,3.75,6.0,1.4,3.9,6.0,1.4,4.0,6.5,1.5,3.75,5.5,1.44,3.75,6.0,1.6,2.1,2.11,1.44,-1.5,,,,,,,,
T1,2004-11-21,Denizlispor,Kayserispor,2,1,H,0,0,D,1.4,3.75,7.0,1.45,3.7,6.5,1.45,3.75,6.0,1.35,4.0,7.0,1.44,4.0,6.0,1.44,3.75,6.5,1.35,4.2,7.0,1.55,2.2,2.11,1.44,-1.5,,,,,,,,
T1,2004-11-21,Diyarbakirspor,Ankaragucu,0,1,A,0,1,A,1.9,3.25,3.5,1.85,3.5,3.5,1.85,3.25,3.6,1.75,3.2,4.0,1.83,3.4,3.5,1.91,3.25,3.5,1.75,3.4,3.85,1.65,2.0,1.85,1.71,-0.5,,,,,,,,
T1,2004-11-21,Gaziantepspor,Istanbulspor,0,1,A,0,0,D,1.5,3.6,5.5,1.5,3.6,6.0,1.45,3.75,6.0,1.45,3.8,5.4,1.5,3.75,5.5,1.53,3.6,5.5,1.4,4.1,6.0,1.65,2.0,2.11,1.44,-1.5,,,,,,,,
T1,2004-11-21,Genclerbirligi,A. Sebatspor,1,1,D,1,0,H,1.4,3.75,7.0,1.55,3.5,5.5,1.45,3.75,6.0,1.4,3.9,6.0,1.44,4.0,6.0,1.53,3.6,5.5,1.45,3.65,6.2,1.65,2.0,2.11,1.44,-1.5,,,,,,,,
T1,2004-11-26,Ankaragucu,Galatasaray,0,1,A,0,1,A,4.5,3.5,1.61,4.7,3.4,1.65,4.65,3.3,1.65,4.4,3.3,1.65,4.5,3.4,1.67,5.0,3.4,1.67,3.75,3.3,1.8,1.65,2.0,1.93,1.65,0.5,,,,,,,,
T1,2004-11-27,Fenerbahce,Diyarbakirspor,3,0,H,2,0,H,1.16,5.5,11.0,1.15,6.0,13.0,1.2,5.0,11.0,1.2,5.0,10.0,1.17,5.5,13.0,1.17,6.0,13.0,1.2,5.0,11.0,1.55,2.3,,,,,,,,,,,
T1,2004-11-27,Kayserispor,Gaziantepspor,3,1,H,0,0,D,3.0,3.2,2.1,3.15,3.4,2.0,2.95,3.2,2.1,3.1,3.0,2.1,3.0,3.2,2.1,3.0,3.25,2.2,3.1,3.3,2.0,1.6,2.1,1.53,2.1,0.5,,,,,,,,
T1,2004-11-27,Konyaspor,Trabzonspor,1,1,D,0,1,A,3.75,3.3,1.8,3.95,3.45,1.75,3.85,3.25,1.8,3.6,3.1,1.85,4.0,3.2,1.8,4.0,3.3,1.83,3.6,3.4,1.8,1.6,2.1,1.76,1.8,0.5,,,,,,,,
T1,2004-11-27,Rizespor,Ankaraspor,2,1,H,0,1,A,1.61,3.5,4.5,1.6,3.5,4.9,1.62,3.35,4.75,1.65,3.3,4.4,1.62,3.6,4.5,1.67,3.5,4.75,1.65,3.5,4.3,1.65,2.0,1.62,1.96,-0.5,,,,,,,,
T1,2004-11-28,A. Sebatspor,Denizlispor,2,1,H,1,0,H,3.6,3.25,1.83,3.95,3.3,1.8,3.7,3.2,1.85,3.2,3.1,2.0,3.75,3.25,1.83,4.0,3.25,1.85,3.6,3.4,1.8,1.71,1.95,1.72,1.85,0.5,,,,,,,,
T1,2004-11-28,Istanbulspor,Sakaryaspor,3,0,H,1,0,H,1.72,3.4,4.0,1.85,3.4,3.6,1.8,3.25,3.85,1.8,3.3,3.6,1.73,3.4,4.0,1.85,3.4,3.8,1.85,3.4,3.45,1.8,1.8,1.8,1.76,-0.5,,,,,,,,
T1,2004-11-28,Malatyaspor,Genclerbirligi,0,2,A,0,1,A,1.8,3.3,3.75,1.85,3.4,3.6,1.85,3.2,3.7,1.85,3.1,3.6,1.8,3.2,4.0,1.91,3.25,3.75,1.85,3.35,3.5,1.65,2.0,1.85,1.72,-0.5,,,,,,,,
T1,2004-11-28,Samsunspor,Besiktas,2,4,A,0,0,D,4.33,3.4,1.66,3.75,3.45,1.8,4.0,3.3,1.7,3.4,3.2,1.9,4.0,3.4,1.73,4.33,3.5,1.73,4.33,3.4,1.66,1.6,2.0,,,,,,,,,,,
T1,2004-12-03,Fenerbahce,Ankaragucu,5,0,H,1,0,H,1.2,5.5,9.0,1.12,7.0,13.0,1.17,5.5,12.0,1.17,5.5,11.0,1.14,6.0,13.0,1.14,6.0,15.0,1.14,6.5,10.0,1.5,2.3,,,,,,,,,,,
T1,2004-12-04,Denizlispor,Malatyaspor,0,0,D,0,0,D,1.83,3.25,3.6,1.85,3.4,3.6,1.9,3.25,3.5,1.85,3.1,3.6,1.91,3.25,3.4,1.85,3.3,3.75,1.85,3.4,3.5,1.65,2.0,1.9,1.69,-0.5,,,,,,,,
T1,2004-12-04,Diyarbakirspor,Konyaspor,3,3,D,1,0,H,2.2,3.1,2.87,2.1,3.3,3.0,2.2,3.0,3.0,2.1,2.9,3.2,2.1,3.2,3.0,2.2,3.25,2.88,2.0,3.3,3.1,1.71,1.95,2.2,1.5,-0.5,,,,,,,,
T1,2004-12-04,Genclerbirligi,Galatasaray,1,3,A,0,1,A,3.3,3.1,2.0,3.45,3.35,1.9,3.25,3.2,2.0,3.2,2.9,2.1,3.2,3.2,2.0,3.3,3.2,2.0,3.6,3.4,1.8,1.71,1.95,1.61,2.0,0.5,,,,,,,,
T1,2004-12-04,Trabzonspor,Rizespor,1,0,H,1,0,H,1.57,3.5,5.0,1.55,3.45,5.6,1.52,3.55,5.5,1.55,3.5,4.8,1.53,3.75,5.0,1.53,3.6,5.5,1.53,3.6,5.0,1.6,2.1,1.52,2.16,-0.5,,,,,,,,
T1,2004-12-05,Ankaraspor,Samsunspor,0,1,A,0,1,A,2.1,3.2,3.0,2.0,3.35,3.2,2.0,3.2,3.25,1.85,3.2,3.5,2.1,3.2,3.0,2.0,3.3,3.2,2.05,3.3,3.0,1.65,2.0,2.0,1.61,-0.5,,,,,,,,
T1,2004-12-05,Besiktas,Istanbulspor,2,1,H,1,1,D,1.36,4.0,7.0,1.25,4.8,9.5,1.32,4.25,8.0,1.4,3.9,6.0,1.33,4.33,7.5,1.33,4.33,7.5,1.25,4.5,9.5,1.55,2.2,1.32,2.78,-0.5,,,,,,,,
T1,2004-12-05,Gaziantepspor,A. Sebatspor,6,4,H,3,2,H,1.5,3.6,5.5,1.55,3.5,5.5,1.55,3.5,5.25,1.55,3.5,4.8,1.5,3.75,5.5,1.5,3.6,6.0,1.45,3.8,5.8,1.6,2.1,1.55,2.1,-0.5,,,,,,,,
T1,2004-12-05,Sakaryaspor,Kayserispor,4,2,H,3,1,H,2.3,3.1,2.7,2.3,3.2,2.75,2.25,3.0,2.9,2.2,3.0,2.9,2.25,3.25,2.75,2.2,3.25,2.88,2.2,3.25,2.75,1.71,1.95,2.25,1.47,-0.5,,,,,,,,
T1,2004-12-10,Kayserispor,Besiktas,1,2,A,1,0,H,5.5,3.4,1.53,6.0,3.6,1.5,5.2,3.5,1.55,5.0,3.7,1.5,5.0,3.75,1.53,5.5,3.4,1.57,5.5,3.6,1.5,1.5,2.3,2.09,1.55,0.5,,,,,,,,
T1,2004-12-11,A. Sebatspor,Sakaryaspor,0,1,A,0,0,D,1.83,3.25,3.6,1.85,3.4,3.6,1.9,3.25,3.45,1.75,3.2,4.0,1.8,3.4,3.75,1.91,3.25,3.5,1.95,3.4,3.15,1.65,2.0,1.9,1.67,-0.5,,,,,,,,
T1,2004-12-11,Istanbulspor,Ankaraspor,1,1,D,1,0,H,2.0,3.2,3.2,2.0,3.3,3.25,2.05,3.1,3.2,2.0,3.1,3.2,2.0,3.25,3.25,2.05,3.2,3.2,2.25,3.3,2.65,1.75,1.9,2.05,1.57,-0.5,,,,,,,,
T1,2004-12-11,Malatyaspor,Gaziantepspor,2,1,H,0,0,D,2.1,3.2,3.0,2.1,3.3,3.0,2.05,3.1,3.2,2.0,3.1,3.2,2.0,3.25,3.25,2.1,3.2,3.1,1.95,3.2,3.35,1.71,1.95,2.05,1.57,-0.5,,,,,,,,
T1,2004-12-11,Samsunspor,Trabzonspor,0,4,A,0,1,A,3.6,3.4,1.8,4.0,3.45,1.75,3.75,3.2,1.83,4.0,3.3,1.7,4.0,3.4,1.73,4.0,3.4,1.75,3.75,3.2,1.83,1.6,2.1,1.73,1.83,0.5,,,,,,,,
T1,2004-12-12,Galatasaray,Fenerbahce,1,0,H,0,0,D,2.25,3.2,2.75,2.35,3.3,2.6,2.4,3.1,2.6,2.4,2.9,2.7,2.38,3.0,2.75,2.3,3.1,2.8,2.37,3.1,2.62,1.75,1.9,2.4,1.41,-0.5,,,,,,,,
T1,2004-12-12,Genclerbirligi,Denizlispor,1,3,A,1,2,A,2.0,3.2,3.2,1.9,3.35,3.45,2.05,3.1,3.2,2.0,3.1,3.2,2.0,3.25,3.25,2.05,3.1,3.3,1.95,3.3,3.25,1.71,1.95,2.05,1.57,-0.5,,,,,,,,
T1,2004-12-12,Konyaspor,Ankaragucu,3,4,A,1,1,D,1.72,3.3,4.2,1.75,3.45,4.0,1.8,3.25,3.85,1.75,3.2,4.0,1.8,3.0,4.33,1.85,3.25,3.75,1.75,3.3,4.0,1.65,2.0,1.8,1.76,-0.5,,,,,,,,
T1,2004-12-12,Rizespor,Diyarbakirspor,3,0,H,1,0,H,1.61,3.5,4.5,1.6,3.5,4.9,1.55,3.4,5.25,1.6,3.4,4.6,1.57,3.4,5.0,1.53,3.6,5.5,1.61,3.3,5.0,1.65,2.0,,,,,,,,,,,
T1,2004-12-17,Denizlispor,Galatasaray,0,0,D,0,0,D,3.5,3.2,1.9,3.6,3.4,1.85,3.65,3.25,1.85,3.5,3.1,1.9,3.4,3.25,1.91,3.6,3.2,1.91,3.6,3.3,1.83,1.71,1.95,1.72,1.85,0.5,,,,,,,,
T1,2004-12-18,Ankaragucu,Rizespor,0,0,D,0,0,D,2.4,3.1,2.6,2.3,3.2,2.75,2.35,3.2,2.6,2.2,3.0,2.9,2.38,3.25,2.6,2.38,3.1,2.7,2.3,3.1,2.7,1.71,1.95,2.35,1.43,-0.5,,,,,,,,
T1,2004-12-18,Fenerbahce,Konyaspor,3,0,H,1,0,H,1.2,5.0,11.0,1.15,6.0,13.0,1.2,5.25,11.0,1.22,4.8,9.5,1.17,5.5,13.0,1.17,6.0,11.0,1.2,5.0,11.0,1.45,2.45,1.2,3.55,-0.5,,,,,,,,
T1,2004-12-18,Gaziantepspor,Genclerbirligi,1,0,H,1,0,H,1.83,3.2,3.75,1.75,3.45,3.95,1.85,3.25,3.65,1.9,3.1,3.5,1.83,3.25,3.75,1.83,3.2,3.75,1.85,3.3,3.5,1.71,1.95,1.85,1.72,-0.5,,,,,,,,
T1,2004-12-18,Trabzonspor,Istanbulspor,1,1,D,1,0,H,1.25,4.5,9.5,1.25,4.8,9.5,1.25,4.5,10.0,1.27,4.3,8.5,1.29,4.5,9.0,1.25,5.0,9.0,1.3,4.3,8.0,1.45,2.45,1.25,3.1,-0.5,,,,,,,,
T1,2004-12-19,Ankaraspor,Kayserispor,4,1,H,1,0,H,1.8,3.25,3.75,1.75,3.4,4.05,1.75,3.3,4.0,1.8,3.1,3.8,1.8,3.25,4.0,1.67,3.4,4.5,1.8,3.3,3.75,1.71,1.95,2.85,1.22,-1.5,,,,,,,,
T1,2004-12-19,Besiktas,A. Sebatspor,6,1,H,2,0,H,1.16,5.5,11.0,1.15,6.0,13.0,1.16,5.75,12.0,1.2,5.0,10.0,1.2,5.0,11.0,1.17,5.5,13.0,1.22,5.0,9.5,,,1.16,3.89,-0.5,,,,,,,,
T1,2004-12-19,Diyarbakirspor,Samsunspor,3,0,H,1,0,H,2.0,3.2,3.2,1.9,3.35,3.45,2.0,3.2,3.2,1.9,3.2,3.4,2.0,3.25,3.25,2.0,3.2,3.3,1.95,3.15,3.4,1.71,1.95,2.0,1.6,-0.5,,,,,,,,
T1,2004-12-19,Sakaryaspor,Malatyaspor,4,1,H,0,0,D,2.8,3.2,2.2,3.0,3.3,2.1,2.9,3.2,2.15,2.7,3.0,2.3,3.0,3.2,2.1,2.88,3.1,2.25,3.05,3.2,2.05,1.6,2.1,1.52,2.15,0.5,,,,,,,,
T1,2005-01-28,Konyaspor,Galatasaray,0,2,A,0,2,A,5.0,3.5,1.57,5.1,3.45,1.6,4.6,3.4,1.65,4.6,3.4,1.6,4.5,3.6,1.615,5.0,3.4,1.615,4.6,3.4,1.65,,,,,,,,,,,,,
T1,2005-01-29,Ankaraspor,A. Sebatspor,2,1,H,1,0,H,1.5,3.6,5.5,1.4,3.9,7.0,1.45,3.55,6.55,1.55,3.5,4.8,1.444,3.75,6.5,,,,1.45,3.55,6.55,,,,,,,,,,,,,
T1,2005-01-29,Besiktas,Malatyaspor,1,0,H,0,0,D,1.44,3.75,6.0,1.55,3.5,5.5,1.47,3.65,5.8,1.45,3.8,5.4,1.5,3.75,5.5,1.5,3.6,6.0,1.47,3.65,5.8,,,,,,,,,,,,,
T1,2005-01-29,Diyarbakirspor,Istanbulspor,1,0,H,0,0,D,1.5,3.39,6.5,1.7,3.3,4.5,1.73,3.2,4.3,1.75,3.2,4.0,1.615,3.5,4.5,1.667,3.25,4.75,1.73,3.2,4.3,,,,,,,,,,,,,
T1,2005-01-29,Sakaryaspor,Genclerbirligi,2,2,D,1,2,A,2.62,3.2,2.37,2.35,3.5,2.5,2.45,3.25,2.45,2.4,3.1,2.5,2.5,3.25,2.4,2.6,3.2,2.4,2.45,3.25,2.45,,,,,,,,,,,,,
T1,2005-01-30,Ankaragucu,Samsunspor,1,2,A,0,0,D,1.9,3.39,3.39,2.0,3.2,3.35,2.0,3.2,3.2,2.0,3.2,3.1,1.8,3.4,3.6,1.8,3.25,4.0,2.0,3.2,3.2,,,,,,,,,,,,,
T1,2005-01-30,Fenerbahce,Rizespor,2,0,H,1,0,H,1.16,5.5,13.0,1.25,4.75,9.6,1.23,5.0,9.0,1.25,4.5,9.0,1.2,5.5,10.0,1.25,5.0,9.0,1.23,5.0,9.0,,,,,,,,,,,,,
T1,2005-01-30,Gaziantepspor,Denizlispor,3,1,H,2,0,H,2.2,3.2,2.79,2.15,3.2,3.0,2.2,3.2,2.8,2.2,3.1,2.8,2.2,3.2,2.8,2.25,3.1,2.875,2.2,3.2,2.8,,,,,,,,,,,,,
T1,2005-01-30,Trabzonspor,Kayserispor,3,1,H,1,0,H,1.19,5.5,9.0,1.2,5.5,10.5,1.2,5.0,11.0,1.22,4.8,9.5,1.2,5.5,10.0,1.2,5.5,10.0,1.2,5.0,11.0,,,,,,,,,,,,,
T1,2005-02-04,Galatasaray,Gaziantepspor,5,1,H,4,0,H,1.25,4.5,10.0,1.2,5.5,10.5,1.25,4.5,9.8,1.27,4.3,8.5,1.25,5.0,9.0,1.25,5.0,8.5,1.2,5.5,9.0,1.55,2.2,1.69,1.74,-1.5,,,,,,,,
T1,2005-02-05,Kayserispor,Diyarbakirspor,3,0,H,1,0,H,2.5,3.2,2.5,2.55,3.2,2.45,2.4,3.1,2.6,2.45,3.1,2.45,2.4,3.25,2.5,2.4,3.2,2.6,2.45,3.25,2.45,1.65,2.0,2.4,1.41,-0.5,,,,,,,,
T1,2005-02-05,Malatyaspor,Ankaraspor,2,1,H,1,1,D,1.9,3.0,3.75,1.9,3.35,3.45,1.85,3.2,3.7,1.85,3.2,3.5,1.73,3.4,4.0,1.85,3.25,3.75,1.8,3.4,3.6,1.65,2.0,1.85,1.72,-0.5,,,,,,,,
T1,2005-02-05,Rizespor,Konyaspor,1,1,D,1,0,H,1.53,3.5,5.5,1.55,3.6,5.25,1.55,3.6,5.0,1.6,3.4,4.6,1.53,3.75,5.0,1.57,3.6,5.0,1.6,3.4,4.8,1.6,2.1,1.55,2.09,-0.5,,,,,,,,
T1,2005-02-05,Samsunspor,Fenerbahce,1,1,D,0,0,D,6.5,3.75,1.44,6.0,3.6,1.5,5.5,3.65,1.5,5.4,3.8,1.45,5.5,3.75,1.5,6.0,3.6,1.5,5.5,3.6,1.5,1.65,2.0,2.19,1.5,0.5,,,,,,,,
T1,2005-02-06,A. Sebatspor,Trabzonspor,0,1,A,0,0,D,7.0,4.0,1.36,8.15,4.5,1.3,6.8,3.8,1.4,5.4,3.8,1.45,7.5,4.0,1.36,7.5,3.75,1.4,7.5,4.0,1.35,1.55,2.2,1.5,2.0,1.5,,,,,,,,
T1,2005-02-06,Denizlispor,Sakaryaspor,6,1,H,1,1,D,1.4,3.75,7.0,1.35,4.2,7.4,1.4,3.8,6.8,1.4,3.9,6.0,1.36,4.0,7.5,1.44,3.75,6.5,1.4,3.9,6.5,1.55,2.2,2.0,1.5,-1.5,,,,,,,,
T1,2005-02-12,Ankaragucu,Kayserispor,2,2,D,0,1,A,1.72,3.4,4.0,1.7,3.3,4.5,1.72,3.3,4.25,1.7,3.3,4.0,1.73,3.4,4.0,1.73,3.4,4.2,1.7,3.4,4.2,1.65,2.0,1.72,1.86,-0.5,,,,,,,,
T1,2005-02-12,Besiktas,Denizlispor,2,0,H,0,0,D,1.5,3.6,5.5,1.5,3.6,6.0,1.5,3.6,5.75,1.5,3.7,5.0,1.5,3.75,5.5,1.5,3.6,6.0,1.53,3.6,5.0,1.71,1.95,1.5,2.21,-0.5,,,,,,,,
T1,2005-02-12,Konyaspor,Samsunspor,3,0,H,1,0,H,2.25,3.2,2.75,2.2,3.5,2.7,2.1,3.25,3.0,2.1,3.1,3.0,2.1,3.2,3.0,2.2,3.25,2.88,2.15,3.3,2.8,1.65,2.0,2.1,1.56,-0.5,,,,,,,,
T1,2005-02-12,Rizespor,Galatasaray,0,3,A,0,0,D,4.33,3.4,1.66,4.65,3.45,1.65,4.6,3.3,1.67,4.0,3.2,1.75,5.0,3.5,1.57,4.33,3.4,1.7,4.2,3.4,1.7,1.75,1.9,1.92,1.67,0.5,,,,,,,,
T1,2005-02-13,Ankaraspor,Genclerbirligi,2,1,H,1,1,D,2.2,3.25,2.75,2.25,3.2,2.8,2.2,3.25,2.8,2.2,3.1,2.8,2.25,3.25,2.75,2.2,3.25,2.88,2.4,3.25,2.5,1.71,1.95,2.2,1.5,-0.5,,,,,,,,
T1,2005-02-13,Diyarbakirspor,A. Sebatspor,1,0,H,0,0,D,1.4,3.75,7.0,1.4,3.9,7.0,1.45,3.7,6.25,1.35,4.4,6.0,1.44,3.75,6.5,1.44,3.75,6.5,1.3,4.8,6.8,1.6,2.1,1.45,2.32,-0.5,,,,,,,,
T1,2005-02-13,Fenerbahce,Istanbulspor,4,0,H,1,0,H,1.12,6.5,12.0,1.1,7.5,14.0,1.13,6.5,13.0,1.17,5.5,11.0,1.12,6.5,13.0,1.14,6.0,13.0,1.12,6.5,12.0,1.55,2.2,,,,,,,,,,,
T1,2005-02-13,Sakaryaspor,Gaziantepspor,2,2,D,2,0,H,2.5,3.1,2.5,2.5,3.5,2.35,2.5,3.25,2.42,2.45,3.1,2.45,2.5,3.25,2.4,2.4,3.3,2.5,2.35,3.3,2.5,1.6,2.1,1.41,2.42,0.5,,,,,,,,
T1,2005-02-13,Trabzonspor,Malatyaspor,3,0,H,1,0,H,1.44,3.75,6.0,1.45,3.85,6.05,1.45,3.7,6.25,1.45,3.8,5.4,1.44,3.75,6.5,1.4,4.0,6.5,1.45,4.0,5.5,1.65,2.0,1.45,2.32,-0.5,,,,,,,,
T1,2005-02-18,Gaziantepspor,Besiktas,0,1,A,0,1,A,3.4,3.25,1.9,3.65,3.35,1.85,3.3,3.25,1.95,3.5,3.1,1.9,3.25,3.25,2.0,3.4,3.2,2.0,3.3,3.3,1.9,1.71,1.95,1.64,1.95,0.5,,,,,,,,
T1,2005-02-19,A. Sebatspor,Ankaragucu,0,0,D,0,0,D,2.5,3.1,2.5,2.75,3.2,2.3,2.55,3.1,2.45,2.4,3.1,2.5,2.5,3.25,2.4,2.62,3.1,2.5,2.75,3.25,2.2,1.71,1.95,1.4,2.45,0.5,,,,,,,,
T1,2005-02-19,Denizlispor,Ankaraspor,1,1,D,1,1,D,1.61,3.5,4.5,1.55,3.5,5.5,1.6,3.5,4.75,1.55,3.5,4.8,1.57,3.6,5.0,1.57,3.5,5.5,1.6,3.4,4.8,1.71,1.95,1.6,2.02,-0.5,,,,,,,,
T1,2005-02-19,Galatasaray,Sakaryaspor,1,0,H,1,0,H,1.12,6.5,12.0,1.1,7.5,14.0,1.11,6.75,13.0,1.15,6.0,12.0,1.1,7.0,15.0,1.12,7.0,15.0,1.11,6.5,15.0,1.83,1.83,1.11,4.44,-0.5,,,,,,,,
T1,2005-02-19,Istanbulspor,Konyaspor,2,2,D,1,2,A,2.37,3.1,2.62,2.4,3.25,2.6,2.35,3.2,2.6,,,,2.4,3.25,2.5,2.5,3.2,2.6,2.6,3.3,2.3,1.65,2.0,2.35,1.43,-0.5,,,,,,,,
