,WHD,IWH,LBA,B365AH,SBH,SBA,BWD,WHA,B365A,LBH,GBA,B365D,B365H,WHH,BWA,BWH,IWA,GBAHA,GBH,SBD,B365AHH,B365AHA,GB>2.5,GBAH,GB<2.5,IWD,LBD,GBD,GBAHH,HomeTeam,AwayTeam,idGame
103,3.6,1.45,,-1.25,1.5,5.5,3.65,6.5,5.5,,6.25,3.6,1.5,1.44,5.8,1.5,5.4,2.24,1.5,3.6,2.05,1.8,1.95,-0.5,1.71,3.8,,3.5,1.5,Maritimo,Gil Vicente,Maritimo_Gil Vicente_2004
104,3.2,2.1,,-0.5,2.0,3.2,3.25,3.2,3.2,,3.4,3.2,2.0,2.0,3.3,2.0,3.2,1.64,2.0,3.2,2.05,1.8,2.0,-0.5,1.65,2.9,,3.15,2.0,Penafiel,Academica,Penafiel_Academica_2004
105,3.2,1.8,,-0.5,1.91,3.75,3.4,3.2,4.0,,3.95,3.1,1.83,2.0,4.35,1.7,3.8,1.71,1.9,3.0,1.975,1.875,1.95,-0.5,1.71,3.1,,3.0,1.9,Rio Ave,Nacional,Rio Ave_Nacional_2004
106,4.5,1.25,,-1.5,1.29,8.0,4.5,8.0,8.0,,8.25,5.0,1.25,1.28,8.25,1.3,9.0,2.91,1.3,4.5,1.875,1.975,1.65,-0.5,2.0,4.5,,4.5,1.3,Sp Lisbon,Moreirense,Sp Lisbon_Moreirense_2004
107,3.2,3.8,1.833,0.5,3.5,1.91,3.25,1.83,2.0,3.6,1.95,3.2,3.2,3.75,2.0,3.3,1.8,1.95,3.5,3.2,1.9,1.95,2.0,0.5,1.65,3.1,3.25,3.2,1.67,Setubal,Porto,Setubal_Porto_2004
108,5.0,1.22,10.0,-1.5,1.22,9.5,,11.0,8.0,1.22,9.25,5.0,1.25,1.2,,,9.5,3.35,1.23,5.0,1.925,1.925,1.65,-0.5,2.0,4.8,5.0,5.25,1.23,Porto,Beira Mar,Porto_Beira Mar_2004
109,3.1,2.0,3.2,-0.5,2.0,3.2,3.3,3.5,3.2,2.0,3.4,3.2,2.0,1.95,3.55,1.9,3.3,1.64,2.0,3.2,2.05,1.8,1.85,-0.5,1.79,3.0,3.2,3.15,2.0,Guimaraes,Belenenses,Guimaraes_Belenenses_2004
110,3.1,2.2,3.0,-0.25,2.1,3.1,3.25,3.0,3.0,2.1,3.0,3.2,2.1,2.15,3.05,2.1,3.0,1.52,2.2,3.1,1.925,1.925,1.95,-0.5,1.71,2.9,3.2,3.1,2.2,Nacional,Leiria,Nacional_Leiria_2004
111,3.3,3.8,1.8,0.5,3.75,1.83,3.4,1.8,1.9,3.75,1.87,3.25,3.4,3.75,1.8,3.8,1.8,1.87,3.7,3.2,2.0,1.85,1.83,0.5,1.83,3.1,3.25,3.25,1.73,Academica,Sp Lisbon,Academica_Sp Lisbon_2004
112,3.0,2.4,2.75,-0.25,2.4,2.6,3.2,3.0,2.62,2.25,2.7,3.0,2.5,2.2,2.6,2.4,2.9,1.44,2.4,3.1,1.975,1.875,1.95,-0.5,1.71,2.7,3.2,3.1,2.4,Gil Vicente,Rio Ave,Gil Vicente_Rio Ave_2004
113,3.1,3.5,2.0,0.5,3.5,1.91,3.25,2.1,1.8,3.2,2.0,3.2,4.0,3.1,2.0,3.3,1.9,2.0,3.35,3.2,1.825,2.025,1.9,0.5,1.75,3.1,3.2,3.2,1.64,Moreirense,Boavista,Moreirense_Boavista_2004
114,3.2,2.1,3.0,-0.25,2.1,3.0,3.3,3.2,3.1,2.1,3.05,3.1,2.1,2.0,3.55,1.9,3.2,1.55,2.15,3.2,1.8,2.05,1.95,-0.5,1.71,2.9,3.2,3.15,2.15,Setubal,Maritimo,Setubal_Maritimo_2004
115,3.4,1.55,5.0,-1.0,1.57,5.0,3.65,5.5,5.0,1.57,5.25,3.5,1.57,1.55,5.8,1.5,5.0,2.06,1.6,3.5,1.925,1.925,1.71,-0.5,1.95,3.4,3.5,3.4,1.6,Sp Braga,Penafiel,Sp Braga_Penafiel_2004
116,4.5,1.27,8.0,-1.5,1.29,8.0,4.5,8.0,8.0,1.29,9.0,4.5,1.28,1.28,8.25,1.3,8.5,3.02,1.28,4.5,1.925,1.925,1.71,-0.5,1.95,4.3,4.5,4.55,1.28,Benfica,Estoril,Benfica_Estoril_2004
117,4.0,1.35,8.0,-1.25,1.33,7.0,4.25,8.0,8.0,1.29,7.7,4.5,1.28,1.33,7.4,1.35,7.5,2.63,1.37,4.33,2.0,1.85,1.83,-0.5,1.83,3.8,4.5,4.0,1.37,Boavista,Academica,Boavista_Academica_2004
118,3.1,2.0,,-0.25,2.1,3.1,3.25,2.95,3.0,,3.2,3.2,2.1,2.15,3.05,2.1,3.4,1.57,2.1,3.1,1.8,2.05,1.83,-0.5,1.83,2.9,,3.1,2.1,Rio Ave,Setubal,Rio Ave_Setubal_2004
119,3.75,1.5,,-1.25,1.5,5.5,3.6,7.0,5.5,,6.5,3.6,1.5,1.4,5.3,1.55,5.4,2.32,1.47,3.6,2.05,1.8,1.75,-0.5,1.9,3.5,,3.6,1.47,Sp Lisbon,Sp Braga,Sp Lisbon_Sp Braga_2004
120,3.3,1.75,,-0.5,1.75,4.0,3.4,4.0,4.33,,4.1,3.4,1.66,1.75,3.8,1.8,4.0,1.8,1.8,3.3,1.85,2.0,1.85,-0.5,1.79,3.2,,3.2,1.8,Beira Mar,Moreirense,Beira Mar_Moreirense_2004
121,3.25,3.6,,0.5,3.75,1.8,3.3,1.8,1.83,,1.85,3.25,3.6,3.8,1.85,3.7,1.85,1.85,3.8,3.3,1.925,1.925,1.85,0.5,1.79,3.1,,3.25,1.75,Belenenses,Benfica,Belenenses_Benfica_2004
122,3.2,1.9,,-0.5,2.0,3.2,3.3,3.2,3.2,,3.35,3.2,2.0,2.0,3.55,1.9,3.5,1.64,2.0,3.2,2.1,1.75,1.9,-0.5,1.75,3.1,,3.2,2.0,Estoril,Nacional,Estoril_Nacional_2004
123,3.35,1.7,,-0.75,1.67,4.5,3.35,4.5,5.0,,4.55,3.25,1.61,1.65,4.8,1.65,4.2,1.91,1.7,3.3,2.025,1.825,1.95,-0.5,1.71,3.2,,3.3,1.7,Leiria,Gil Vicente,Leiria_Gil Vicente_2004
124,3.2,2.2,,-0.25,2.1,3.1,3.25,3.0,3.0,,3.1,3.2,2.1,2.1,3.45,1.95,3.0,1.52,2.2,3.1,1.925,1.925,2.0,-0.5,1.65,2.9,,3.0,2.2,Penafiel,Guimaraes,Penafiel_Guimaraes_2004
125,5.0,1.22,11.0,-1.75,1.2,11.0,6.0,9.5,11.0,1.2,11.0,5.0,1.2,1.22,13.0,1.15,9.5,3.6,1.2,5.0,2.05,1.8,1.65,-0.5,2.0,4.8,5.0,5.35,1.2,Porto,Moreirense,Porto_Moreirense_2004
126,4.33,1.27,,-1.5,1.3,8.0,4.5,8.0,8.0,,8.25,4.33,1.3,1.3,8.25,1.3,8.5,2.91,1.3,4.33,1.875,1.975,1.65,-0.5,2.0,4.3,,4.5,1.3,Benfica,Penafiel,Benfica_Penafiel_2004
127,3.1,2.3,,0.0,2.4,2.6,3.2,2.7,2.62,,2.75,3.1,2.37,2.3,2.75,2.3,2.9,1.46,2.35,3.1,1.8,2.05,2.0,-0.5,1.65,2.8,,3.1,2.35,Sp Braga,Boavista,Sp Braga_Boavista_2004
128,3.2,1.9,,-0.25,2.1,3.0,3.2,3.2,3.2,,3.25,3.2,2.0,2.0,2.75,2.3,3.5,1.6,2.05,3.2,1.8,2.05,1.95,-0.5,1.71,3.1,,3.15,2.05,Academica,Beira Mar,Academica_Beira Mar_2004
129,3.3,1.85,,-0.5,1.91,3.6,3.4,3.75,3.75,,3.8,3.3,1.8,1.8,3.8,1.8,3.6,1.75,1.85,3.1,1.8,2.05,1.9,-0.5,1.75,3.1,,3.25,1.85,Gil Vicente,Estoril,Gil Vicente_Estoril_2004
130,3.3,1.85,,-0.5,1.85,3.8,3.35,3.75,4.0,,3.95,3.2,1.8,1.8,3.65,1.85,3.6,1.75,1.85,3.1,1.7,2.15,2.0,-0.5,1.65,3.1,,3.15,1.85,Maritimo,Rio Ave,Maritimo_Rio Ave_2004
131,3.1,2.3,,-0.25,2.2,2.88,3.2,2.9,3.2,,3.2,3.0,2.1,2.2,2.8,2.25,2.9,1.57,2.1,3.1,1.8,2.05,1.95,-0.5,1.71,2.8,,3.1,2.1,Nacional,Belenenses,Nacional_Belenenses_2004
132,3.1,2.1,3.0,-0.25,2.1,3.1,2.95,3.1,3.3,2.1,3.2,3.1,2.0,2.1,3.35,2.1,3.3,1.57,2.1,3.1,1.8,2.05,2.0,-0.5,1.65,2.8,3.2,3.1,2.1,Setubal,Leiria,Setubal_Leiria_2004
133,3.2,3.2,,0.5,3.0,2.1,3.2,2.0,2.0,,2.1,3.1,3.3,3.2,2.1,3.1,2.0,2.1,3.15,3.2,1.775,2.075,1.83,0.5,1.83,3.1,,3.15,1.58,Guimaraes,Sp Lisbon,Guimaraes_Sp Lisbon_2004
134,3.1,3.3,2.0,0.25,3.2,2.0,3.2,2.0,2.0,3.2,1.95,3.2,3.2,3.3,1.95,3.5,2.0,1.95,3.5,3.2,2.075,1.775,2.0,0.5,1.65,3.0,3.2,3.2,1.67,Maritimo,Porto,Maritimo_Porto_2004
135,3.1,2.2,2.88,0.0,2.3,2.7,3.2,2.75,2.7,2.25,2.8,3.1,2.3,2.3,2.75,2.3,3.0,1.47,2.3,3.1,1.8,2.05,2.0,-0.5,1.65,2.9,3.0,3.1,2.3,Estoril,Setubal,Estoril_Setubal_2004
136,3.3,1.6,,-0.75,1.62,4.75,3.65,4.5,5.5,,5.0,3.25,1.57,1.66,5.8,1.5,4.6,1.97,1.65,3.4,1.925,1.925,2.0,-0.5,1.65,3.4,,3.25,1.65,Boavista,Guimaraes,Boavista_Guimaraes_2004
137,3.0,2.4,2.8,-0.25,2.2,3.0,3.05,3.0,3.0,2.2,2.9,3.0,2.2,2.2,2.85,2.3,2.7,1.47,2.3,3.0,2.0,1.85,1.83,-0.5,1.83,2.9,3.2,3.0,2.3,Sp Lisbon,Benfica,Sp Lisbon_Benfica_2004
138,3.1,2.8,,0.0,2.7,2.4,3.2,2.4,2.5,,2.5,3.1,2.5,2.6,2.2,2.9,2.3,2.5,2.65,3.0,2.0,1.85,1.85,0.5,1.79,2.9,,3.0,1.41,Beira Mar,Sp Braga,Beira Mar_Sp Braga_2004
139,3.1,1.85,,-0.5,1.83,3.75,3.4,3.6,3.75,,3.75,3.0,1.9,1.9,4.05,1.75,3.6,1.71,1.9,3.2,1.925,1.925,1.83,-0.5,1.83,3.1,,3.15,1.9,Belenenses,Gil Vicente,Belenenses_Gil Vicente_2004
140,3.1,2.1,3.4,-0.25,2.05,3.4,3.25,3.3,3.4,2.0,3.5,3.0,2.0,2.0,3.05,2.1,3.3,1.6,2.05,2.9,1.8,2.05,2.1,-0.5,1.6,2.8,3.0,2.95,2.05,Leiria,Maritimo,Leiria_Maritimo_2004
141,3.1,1.85,,-0.5,2.0,3.4,3.3,3.3,3.4,,3.75,3.0,2.0,2.0,3.55,1.9,3.6,1.67,1.95,3.0,1.925,1.925,1.9,-0.5,1.75,3.1,,3.0,1.95,Moreirense,Academica,Moreirense_Academica_2004
142,3.1,2.0,,-0.5,1.91,3.6,3.15,4.0,3.75,,3.6,3.0,1.9,1.8,3.75,1.9,3.2,1.67,1.95,3.1,2.15,1.7,1.83,-0.5,1.83,3.1,,3.1,1.95,Penafiel,Nacional,Penafiel_Nacional_2004
143,3.75,1.4,9.0,-1.5,1.3,8.0,4.0,8.0,8.0,1.3,7.5,4.33,1.3,1.36,6.75,1.4,6.5,2.69,1.35,4.33,2.1,1.75,1.83,-0.5,1.83,3.7,4.0,4.2,1.35,Porto,Rio Ave,Porto_Rio Ave_2004
144,3.5,4.6,1.533,1.0,5.5,1.53,3.6,1.57,1.53,5.5,1.55,3.4,5.5,5.0,1.55,5.3,1.6,1.55,5.5,3.4,1.8,2.05,2.0,0.5,1.65,3.4,3.4,3.5,2.14,Academica,Porto,Academica_Porto_2004
145,3.25,1.7,4.0,-0.75,1.7,4.2,3.4,4.2,4.33,1.727,4.3,3.2,1.72,1.72,4.05,1.75,4.2,1.9,1.71,3.4,2.05,1.8,1.9,-0.5,1.75,3.2,3.4,3.4,1.71,Guimaraes,Beira Mar,Guimaraes_Beira Mar_2004
146,3.3,1.85,4.5,-0.5,1.73,4.0,3.45,5.0,4.0,1.615,4.3,3.0,1.83,1.61,4.3,1.7,3.6,1.9,1.71,3.4,1.8,2.05,1.85,-0.5,1.79,3.1,3.5,3.4,1.71,Benfica,Boavista,Benfica_Boavista_2004
147,3.25,1.75,4.0,-0.5,1.75,4.0,3.4,4.2,4.0,1.8,4.0,3.1,1.8,1.72,3.8,1.8,4.0,1.79,1.8,3.3,1.8,2.05,1.85,-0.5,1.79,3.2,3.2,3.25,1.8,Gil Vicente,Penafiel,Gil Vicente_Penafiel_2004
148,3.3,1.65,5.0,-0.75,1.62,4.75,3.45,4.5,4.5,1.615,4.3,3.1,1.72,1.66,4.3,1.7,4.6,1.9,1.71,3.4,1.75,2.1,1.95,-0.5,1.71,3.2,3.25,3.4,1.71,Maritimo,Estoril,Maritimo_Estoril_2004
149,3.2,3.8,1.8,0.5,3.75,1.8,3.4,1.83,1.8,4.0,1.8,3.25,3.75,3.75,1.8,3.8,1.8,1.8,4.0,3.3,1.925,1.925,1.83,0.5,1.83,3.1,3.2,3.25,1.79,Nacional,Sp Lisbon,Nacional_Sp Lisbon_2004
150,3.1,2.1,3.2,-0.25,2.1,3.2,3.25,3.2,2.8,2.1,2.9,3.2,2.2,2.05,3.3,2.0,3.1,1.52,2.2,3.0,1.85,2.0,2.0,-0.5,1.65,3.0,3.0,3.2,2.2,Rio Ave,Leiria,Rio Ave_Leiria_2004
151,3.5,1.5,6.5,-1.0,1.5,5.5,3.65,5.5,6.0,1.444,6.0,3.4,1.5,1.53,5.8,1.5,5.0,2.25,1.5,3.6,1.975,1.875,1.83,-0.5,1.83,3.7,3.6,3.6,1.5,Sp Braga,Moreirense,Sp Braga_Moreirense_2004
152,3.1,1.75,4.0,-0.75,1.73,4.2,3.45,4.0,4.5,1.727,4.3,3.1,1.72,1.8,4.3,1.7,4.0,1.9,1.71,3.25,2.1,1.75,1.95,-0.5,1.71,3.2,3.4,3.4,1.71,Setubal,Belenenses,Setubal_Belenenses_2004
153,3.6,1.4,7.0,-1.25,1.4,7.0,4.0,6.5,7.0,1.4,7.3,3.75,1.4,1.44,6.75,1.4,6.0,2.52,1.4,3.75,2.1,1.75,1.95,-0.5,1.71,3.9,3.75,3.85,1.4,Sp Braga,Academica,Sp Braga_Academica_2004
154,5.0,1.27,8.0,-1.5,1.25,8.0,5.0,9.5,9.0,1.25,9.0,5.0,1.22,1.22,9.0,1.25,8.5,3.21,1.25,5.0,1.975,1.875,1.65,-0.5,2.0,4.3,5.0,5.0,1.25,Benfica,Beira Mar,Benfica_Beira Mar_2004
155,3.3,1.65,4.33,-0.75,1.7,4.2,3.45,4.2,4.33,1.66,4.35,3.4,1.66,1.7,4.3,1.7,4.4,1.91,1.7,3.4,1.975,1.875,1.9,-0.5,1.75,3.3,3.4,3.4,1.7,Guimaraes,Moreirense,Guimaraes_Moreirense_2004
156,3.2,2.5,3.0,0.0,2.5,2.5,3.2,2.5,2.5,2.1,2.5,3.2,2.5,2.4,2.4,2.6,2.5,2.5,2.55,3.1,1.85,2.0,1.9,0.5,1.75,3.0,3.2,3.1,1.4,Nacional,Boavista,Nacional_Boavista_2004
157,3.25,1.8,4.33,-0.75,1.75,4.0,3.5,3.6,4.2,1.72,4.2,3.25,1.72,1.85,4.55,1.65,3.8,1.85,1.75,3.3,2.05,1.8,1.9,-0.5,1.75,3.1,3.2,3.3,1.75,Setubal,Penafiel,Setubal_Penafiel_2004
158,3.1,3.8,1.72,0.5,3.8,1.8,3.3,1.9,1.83,4.33,1.83,3.25,3.6,3.6,1.85,3.75,1.8,1.75,3.85,3.25,2.1,1.75,1.71,0.5,1.95,3.1,3.2,3.25,1.89,Gil Vicente,Sp Lisbon,Gil Vicente_Sp Lisbon_2004
159,3.1,3.3,1.8,0.5,3.5,1.91,3.35,1.9,1.83,3.75,1.9,3.25,3.6,3.6,1.85,3.65,2.0,1.9,3.6,3.2,1.85,2.0,2.1,0.5,1.6,3.0,3.25,3.25,1.71,Leiria,Porto,Leiria_Porto_2004
160,3.3,1.85,4.33,-0.5,1.7,4.33,3.5,4.2,4.0,1.66,4.5,3.4,1.72,1.7,4.55,1.65,3.6,1.9,1.7,3.25,1.75,2.1,2.0,-0.5,1.65,3.1,3.4,3.3,1.7,Maritimo,Belenenses,Maritimo_Belenenses_2004
161,3.25,1.65,4.33,-0.75,1.67,4.33,3.5,4.0,4.33,1.66,4.5,3.4,1.66,1.75,4.55,1.65,4.4,1.9,1.7,3.4,1.875,1.975,1.85,-0.5,1.79,3.3,3.4,3.3,1.7,Rio Ave,Estoril,Rio Ave_Estoril_2004
162,3.1,2.55,2.625,-0.25,2.25,2.8,3.15,2.6,2.6,2.3,2.6,3.2,2.39,2.45,2.5,2.55,2.55,,2.45,3.1,1.85,2.0,,,,2.9,3.2,3.1,,Academica,Guimaraes,Academica_Guimaraes_2004
163,3.2,3.6,1.727,0.75,4.75,1.615,3.4,1.8,1.66,4.333,1.8,3.39,4.5,4.1,1.75,4.05,1.85,,4.1,3.4,2.075,1.775,,,,3.1,3.2,3.2,,Moreirense,Benfica,Moreirense_Benfica_2004
164,3.1,2.1,2.8,-0.25,,,3.25,2.9,2.79,2.2,2.9,3.1,2.25,2.25,3.05,2.1,3.1,,2.25,,1.85,2.0,,,,3.0,3.2,3.1,,Beira Mar,Nacional,Beira Mar_Nacional_2004
165,3.1,2.2,3.5,-0.25,1.909,3.6,3.2,3.0,3.75,1.909,3.0,3.2,1.83,2.2,2.9,2.2,3.0,,2.2,3.1,1.725,2.125,,,,2.9,3.2,3.1,,Belenenses,Rio Ave,Belenenses_Rio Ave_2004
166,3.6,1.45,6.0,-1.0,1.5,6.0,3.65,6.0,5.5,1.444,6.0,3.6,1.5,1.5,5.8,1.5,5.4,,1.5,3.6,2.05,1.8,,,,3.8,3.75,3.6,,Boavista,Gil Vicente,Boavista_Gil Vicente_2004
167,3.1,2.3,2.75,-0.25,2.3,2.75,3.05,2.8,2.62,2.25,2.8,3.1,2.37,2.3,2.85,2.3,2.7,,2.3,3.2,2.125,1.725,,,,3.0,3.1,3.1,,Estoril,Leiria,Estoril_Leiria_2004
168,3.0,2.4,2.625,0.0,2.3,2.75,3.2,2.8,2.62,2.375,2.8,3.1,2.37,2.35,2.75,2.3,2.8,,2.35,3.2,1.725,2.125,,,,2.8,3.1,3.0,,Penafiel,Maritimo,Penafiel_Maritimo_2004
169,3.5,1.55,5.0,-1.0,1.533,5.5,3.5,5.25,5.5,1.533,5.25,3.6,1.5,1.57,5.0,1.6,4.8,,1.57,3.5,2.025,1.825,,,,3.5,3.6,3.5,,Porto,Sp Braga,Porto_Sp Braga_2004
170,4.0,1.35,7.0,-1.25,1.364,7.5,4.0,7.5,7.0,1.364,7.5,4.0,1.36,1.37,6.75,1.4,7.0,,1.37,4.0,1.85,2.0,,,,4.0,4.0,4.0,,Sp Lisbon,Setubal,Sp Lisbon_Setubal_2004
171,3.1,2.5,2.4,0.0,2.5,2.6,3.2,2.5,2.5,2.5,2.55,3.2,2.5,2.5,2.45,2.55,2.6,1.41,2.5,3.0,1.65,2.2,2.0,-0.5,1.65,2.9,3.2,3.15,2.5,Guimaraes,Sp Braga,Guimaraes_Sp Braga_2004
172,3.3,4.6,1.667,0.75,4.5,1.67,3.45,1.66,1.66,4.5,1.7,3.4,4.33,4.5,1.7,4.3,1.65,1.7,4.5,3.4,1.75,2.1,1.95,0.5,1.71,3.2,3.25,3.3,1.9,Estoril,Porto,Estoril_Porto_2004
173,3.1,2.1,3.25,-0.5,2.0,3.25,3.25,3.1,3.2,2.0,3.3,3.2,2.0,2.1,3.45,1.95,3.2,1.64,2.0,3.25,2.1,1.75,1.95,-0.5,1.71,2.9,3.1,3.25,2.0,Leiria,Belenenses,Leiria_Belenenses_2004
174,3.4,1.65,5.0,-0.75,1.67,4.5,3.45,4.5,4.33,1.615,4.75,3.4,1.66,1.65,4.3,1.7,4.4,1.98,1.65,3.4,1.8,2.05,1.9,-0.5,1.75,3.3,3.25,3.4,1.65,Rio Ave,Penafiel,Rio Ave_Penafiel_2004
175,,1.2,11.0,-1.5,1.2,10.0,5.5,,11.0,1.2,11.0,5.5,1.2,,10.5,1.2,10.0,3.75,1.18,5.5,1.8,2.05,1.71,-0.5,1.95,5.0,5.0,5.7,1.18,Benfica,Academica,Benfica_Academica_2004
176,3.25,1.75,3.6,-0.5,1.91,3.5,3.3,3.6,3.5,1.833,3.6,3.25,1.9,1.85,3.55,1.9,4.0,1.71,1.9,3.25,1.975,1.875,1.9,-0.5,1.75,3.2,3.25,3.25,1.9,Gil Vicente,Beira Mar,Gil Vicente_Beira Mar_2004
177,3.1,3.0,2.1,0.25,2.88,2.3,3.2,2.2,2.2,3.0,2.3,3.0,3.0,2.87,2.2,2.9,2.2,2.3,2.9,3.0,1.925,1.925,1.85,0.5,1.79,2.9,3.2,3.0,1.47,Maritimo,Sp Lisbon,Maritimo_Sp Lisbon_2004
178,3.25,1.7,4.333,-0.5,1.73,4.2,3.4,4.0,4.0,1.727,4.5,3.25,1.8,1.75,4.05,1.75,4.2,1.89,1.72,3.4,1.825,2.025,1.9,-0.5,1.75,3.2,3.2,3.25,1.72,Nacional,Moreirense,Nacional_Moreirense_2004
179,3.25,2.4,2.6,0.0,2.4,2.6,3.2,2.6,2.6,2.3,2.8,3.2,2.4,2.3,2.75,2.3,2.6,1.47,2.3,3.2,1.85,2.0,2.0,-0.5,1.65,3.0,3.25,3.1,2.3,Setubal,Boavista,Setubal_Boavista_2004
180,3.1,1.65,4.33,-0.75,1.7,4.33,3.45,5.0,4.0,1.73,4.58,3.4,1.72,1.66,4.3,1.7,4.4,1.88,1.72,3.4,1.975,1.875,1.83,-0.5,1.83,3.3,3.2,3.2,1.72,Belenenses,Estoril,Belenenses_Estoril_2004
181,3.1,2.55,2.5,0.0,2.5,2.5,3.2,2.5,2.5,2.5,2.5,3.1,2.5,2.5,2.55,2.45,2.55,1.4,2.5,3.2,1.925,1.925,1.95,-0.5,1.71,2.9,3.1,3.2,2.5,Sp Braga,Benfica,Sp Braga_Benfica_2004
182,3.1,2.5,2.5,0.0,2.6,2.4,3.2,2.55,2.5,2.5,2.5,3.1,2.5,2.45,2.3,2.75,2.5,1.4,2.5,3.2,2.0,1.85,1.9,-0.5,1.75,3.0,3.1,3.2,2.5,Academica,Nacional,Academica_Nacional_2004
183,3.2,2.4,2.6,0.0,2.4,2.6,3.2,2.5,2.62,2.4,2.55,3.1,2.37,2.4,2.5,2.5,2.7,1.42,2.45,3.2,1.825,2.025,1.79,-0.5,1.85,2.9,3.1,3.2,2.45,Beira Mar,Setubal,Beira Mar_Setubal_2004
184,3.2,1.8,3.75,-0.5,1.8,4.0,3.35,3.85,4.0,1.83,3.65,3.2,1.8,1.8,3.65,1.85,4.0,1.71,1.9,3.25,1.825,2.025,2.0,-0.5,1.65,3.0,3.2,3.2,1.9,Boavista,Maritimo,Boavista_Maritimo_2004
185,3.1,2.2,3.0,-0.25,2.2,3.0,3.25,2.95,2.8,2.1,3.0,3.2,2.2,2.15,3.05,2.1,3.0,1.52,2.2,3.1,1.85,2.0,1.95,-0.5,1.71,2.9,3.2,3.1,2.2,Moreirense,Gil Vicente,Moreirense_Gil Vicente_2004
186,3.1,2.3,2.62,0.0,2.38,2.7,3.25,2.65,2.7,2.37,2.65,3.1,2.3,2.35,2.65,2.35,2.7,1.44,2.4,3.1,1.8,2.05,2.0,-0.5,1.65,3.0,3.1,3.15,2.4,Penafiel,Leiria,Penafiel_Leiria_2004
187,3.6,1.4,7.0,-1.25,1.4,7.5,4.25,6.5,7.0,1.36,7.0,4.0,1.36,1.44,7.4,1.35,6.5,2.46,1.42,3.75,1.8,2.05,1.85,-0.5,1.79,3.7,4.0,3.8,1.42,Porto,Guimaraes,Porto_Guimaraes_2004
188,3.6,1.45,6.5,-1.25,1.44,6.5,3.65,6.5,6.0,1.44,6.0,3.75,1.44,1.44,5.8,1.5,5.8,2.25,1.5,3.75,2.025,1.825,1.79,-0.5,1.85,3.6,3.6,3.6,1.5,Sp Lisbon,Rio Ave,Sp Lisbon_Rio Ave_2004
189,3.1,3.6,2.0,0.5,3.6,1.91,3.3,2.0,2.0,3.2,1.95,3.2,3.2,3.3,1.9,3.55,1.85,1.95,3.4,3.2,1.8,2.05,1.9,0.5,1.75,3.1,3.2,3.3,1.67,Belenenses,Porto,Belenenses_Porto_2004
190,3.2,2.4,2.75,-0.25,2.38,2.62,3.2,2.75,2.62,2.3,2.7,3.1,2.37,2.25,2.75,2.3,2.6,1.46,2.35,3.2,2.0,1.85,1.95,-0.5,1.71,3.0,3.1,3.2,2.35,Nacional,Sp Braga,Nacional_Sp Braga_2004
191,3.15,2.0,3.4,-0.25,2.1,3.1,3.25,3.0,2.87,1.909,3.1,3.1,2.2,2.1,3.05,2.1,3.2,1.57,2.1,3.2,1.825,2.025,1.9,-0.5,1.75,3.1,3.2,3.2,2.1,Estoril,Penafiel,Estoril_Penafiel_2004
192,3.4,1.65,4.5,-0.75,1.62,4.75,3.5,4.8,5.0,1.615,4.75,3.5,1.57,1.6,4.55,1.65,4.4,1.98,1.65,3.5,1.8,2.05,2.1,-0.5,1.6,3.3,3.5,3.4,1.65,Gil Vicente,Academica,Gil Vicente_Academica_2004
193,3.1,3.5,1.909,0.25,3.3,2.0,3.25,1.95,1.9,3.4,2.05,3.2,3.5,3.5,2.05,3.15,1.9,2.05,3.2,3.25,2.15,1.7,1.9,0.5,1.75,3.1,3.25,3.2,1.6,Leiria,Sp Lisbon,Leiria_Sp Lisbon_2004
194,3.7,1.5,5.0,-1.0,1.5,6.0,3.65,6.3,5.5,1.533,5.8,3.6,1.5,1.45,5.8,1.5,5.0,2.18,1.53,3.5,1.95,1.9,1.83,-0.5,1.83,3.7,3.6,3.5,1.53,Maritimo,Beira Mar,Maritimo_Beira Mar_2004
195,3.1,2.4,2.8,-0.25,2.2,2.88,3.2,2.65,2.62,2.2,2.85,3.1,2.37,2.35,2.9,2.2,2.6,1.51,2.25,3.2,2.05,1.8,2.0,-0.5,1.65,3.0,3.2,3.2,2.25,Rio Ave,Boavista,Rio Ave_Boavista_2004
196,3.3,1.65,4.5,-0.75,1.62,4.75,3.5,4.6,4.5,1.615,4.75,3.25,1.66,1.65,4.55,1.65,4.4,1.98,1.65,3.5,1.9,1.95,1.95,-0.5,1.71,3.3,3.5,3.4,1.65,Setubal,Moreirense,Setubal_Moreirense_2004
197,3.6,1.45,7.0,-1.25,1.44,6.5,3.8,6.5,6.0,1.4,6.75,3.75,1.44,1.45,6.25,1.45,5.4,2.35,1.45,3.75,1.95,1.9,1.83,-0.5,1.83,3.8,3.75,3.6,1.45,Benfica,Guimaraes,Benfica_Guimaraes_2004
198,3.4,1.65,5.5,-0.75,1.57,5.5,3.6,4.8,5.0,1.57,5.15,3.5,1.57,1.6,5.3,1.55,4.6,2.05,1.6,3.4,1.925,1.925,1.95,-0.5,1.71,3.2,3.25,3.4,1.6,Sp Braga,Gil Vicente,Sp Braga_Gil Vicente_2004
199,3.35,1.6,5.0,-0.75,1.57,5.5,3.55,5.5,5.0,1.57,5.2,3.5,1.57,1.55,4.9,1.6,4.8,2.06,1.6,3.4,1.725,2.125,1.95,-0.5,1.71,3.3,3.5,3.4,1.6,Boavista,Leiria,Boavista_Leiria_2004
