,WHD,IWH,LBA,SBH,SBA,SOA,WHA,B365A,LBH,GBA,B365D,B365H,WHH,SOH,SOD,IWA,GBAHA,GBH,SBD,GB>2.5,GBAH,GB<2.5,IWD,LBD,GBD,GBAHH,HomeTeam,AwayTeam,idGame
107,5.0,8.5,1.29,8.0,1.28,1.29,1.25,1.286,8.0,1.27,5.0,7.5,8.0,8.0,4.75,1.27,,8.0,4.75,,,,4.3,4.5,5.0,,Dundee,Rangers,Dundee_Rangers_2003
108,3.2,2.2,2.75,2.2,2.8,2.8,2.62,2.8,2.1,2.7,3.25,2.2,2.3,2.2,3.25,2.8,2.05,2.35,3.25,1.65,0.0,2.05,3.1,3.5,3.25,1.8,Aberdeen,Kilmarnock,Aberdeen_Kilmarnock_2003
109,3.2,1.9,3.2,1.9,3.5,3.75,3.5,4.0,2.0,3.4,3.3,1.909,1.9,1.83,3.25,3.5,1.9,2.0,3.25,1.75,-0.5,1.95,3.1,3.2,3.25,1.95,Celtic,Rangers,Celtic_Rangers_2003
110,3.4,1.85,3.4,1.8,4.0,4.0,4.0,3.75,1.909,3.85,3.4,1.8,1.72,1.8,3.25,3.5,2.0,1.85,3.25,1.85,-0.5,1.85,3.2,3.25,3.3,1.85,Dunfermline,Livingston,Dunfermline_Livingston_2003
111,3.4,1.7,4.5,1.66,4.5,4.5,4.33,4.333,1.615,4.35,3.25,1.727,1.66,1.67,3.4,4.2,1.85,1.7,3.4,1.79,-0.75,1.9,3.2,3.5,3.5,2.0,Hibernian,Partick,Hibernian_Partick_2003
112,3.1,2.3,2.625,2.2,2.8,2.8,2.62,2.75,2.25,2.7,3.25,2.25,2.37,2.2,3.25,2.7,2.05,2.35,3.25,1.9,0.0,1.79,3.0,3.4,3.25,1.8,Motherwell,Dundee United,Motherwell_Dundee United_2003
113,3.2,2.8,2.2,2.8,2.2,2.2,2.25,2.2,2.75,2.25,3.25,2.8,2.75,2.8,3.25,2.2,2.25,2.8,3.25,1.85,0.5,1.85,3.1,3.25,3.25,1.6,Dundee,Hearts,Dundee_Hearts_2003
114,3.2,2.3,2.8,2.1,3.0,3.0,2.62,3.0,2.2,3.0,3.25,2.1,2.3,2.1,3.25,2.7,1.9,2.2,3.25,1.85,-0.25,1.85,3.0,3.2,3.1,1.945,Dundee United,Aberdeen,Dundee United_Aberdeen_2003
115,3.1,2.3,2.6,2.38,2.62,2.62,2.5,2.62,2.38,2.5,3.2,2.37,2.5,2.38,3.2,2.7,1.95,2.5,3.2,1.71,0.0,2.0,3.0,3.2,3.2,1.9,Kilmarnock,Dunfermline,Kilmarnock_Dunfermline_2003
116,3.2,2.3,2.75,2.2,2.8,2.8,2.62,2.8,2.2,2.8,3.25,2.2,2.3,2.2,3.25,2.7,1.8,2.25,3.25,1.85,-0.25,1.85,3.0,3.25,3.2,2.05,Livingston,Hibernian,Livingston_Hibernian_2003
117,3.2,2.3,2.75,2.4,2.6,2.6,2.62,2.62,2.2,2.65,3.2,2.37,2.3,2.4,3.2,2.7,2.05,2.4,3.2,1.85,0.0,1.85,3.0,3.25,3.15,1.8,Partick,Dundee,Partick_Dundee_2003
118,5.5,1.15,12.0,1.17,13.0,13.0,12.0,13.0,1.17,12.0,5.5,1.16,1.16,1.17,5.5,12.0,,1.16,5.5,,,,6.0,5.5,6.0,,Rangers,Motherwell,Rangers_Motherwell_2003
119,4.5,9.0,1.22,9.0,1.25,1.25,1.25,1.28,9.0,1.26,5.0,10.0,10.0,8.5,5.0,1.25,,8.9,5.0,,,,4.5,5.0,4.9,,Hearts,Celtic,Hearts_Celtic_2003
120,5.5,10.0,1.17,11.0,1.18,1.18,1.16,1.2,12.0,1.22,6.0,13.0,12.0,11.0,5.5,1.2,,10.0,5.5,,,,5.0,5.5,5.2,,Aberdeen,Celtic,Aberdeen_Celtic_2003
121,3.25,1.9,3.75,1.85,3.75,3.75,3.8,3.75,1.83,3.75,3.4,1.8,1.8,1.83,3.25,3.5,2.0,1.85,3.25,1.9,-0.5,1.79,3.1,3.2,3.25,1.85,Dunfermline,Motherwell,Dunfermline_Motherwell_2003
122,3.75,1.45,6.0,1.44,6.5,6.5,7.0,6.5,1.44,6.5,3.75,1.44,1.4,1.44,3.75,5.4,1.9,1.44,3.75,1.75,-1.25,1.95,3.8,3.75,3.8,1.95,Hearts,Partick,Hearts_Partick_2003
123,3.2,2.2,2.62,2.25,2.8,2.8,2.62,2.8,2.2,2.75,3.25,2.2,2.3,2.25,3.2,2.8,1.8,2.3,3.2,1.79,-0.25,1.9,3.1,3.5,3.2,2.05,Kilmarnock,Hibernian,Kilmarnock_Hibernian_2003
124,6.0,1.17,12.0,1.17,11.0,11.0,12.0,11.0,1.14,12.0,6.0,1.16,1.14,1.17,6.0,11.0,,1.18,6.0,,,,5.5,6.0,5.5,,Rangers,Livingston,Rangers_Livingston_2003
125,3.1,2.5,2.6,2.5,2.5,2.5,2.5,2.5,2.38,2.5,3.2,2.5,2.5,2.5,3.2,2.5,1.95,2.5,3.2,1.9,0.0,1.79,3.0,3.2,3.2,1.9,Dundee,Dundee United,Dundee_Dundee United_2003
126,7.5,1.07,21.0,1.1,21.0,21.0,17.0,19.0,1.071,20.0,7.5,1.071,1.07,1.08,7.0,16.0,,1.07,6.5,,,,8.0,7.0,8.0,,Celtic,Kilmarnock,Celtic_Kilmarnock_2003
127,3.1,2.3,2.75,2.37,2.62,2.62,2.5,2.625,2.2,2.6,3.2,2.375,2.5,2.38,3.2,2.7,2.05,2.4,3.2,1.75,0.0,1.95,3.0,3.25,3.25,1.8,Dundee United,Dunfermline,Dundee United_Dunfermline_2003
128,3.2,1.9,3.4,1.9,3.5,3.5,3.2,3.5,1.909,3.4,3.25,1.909,2.0,1.91,3.25,3.4,1.9,1.95,3.25,1.75,-0.5,1.95,3.2,3.25,3.3,1.95,Hibernian,Dundee,Hibernian_Dundee_2003
129,5.5,10.0,1.167,13.0,1.16,1.17,1.16,1.2,12.0,1.18,6.0,13.0,12.0,13.0,5.5,1.2,,12.0,5.5,1.6,,2.15,5.0,5.5,5.5,,Partick,Rangers,Partick_Rangers_2003
130,3.2,2.1,2.88,2.1,3.0,3.0,2.75,3.0,2.1,2.95,3.25,2.1,2.25,2.1,3.25,3.0,1.8,2.15,3.25,1.79,-0.25,1.9,3.1,3.4,3.25,2.0,Dundee United,Hibernian,Dundee United_Hibernian_2003
131,4.5,9.0,1.17,9.0,1.25,1.25,1.25,1.28,12.0,1.25,4.5,9.0,10.0,8.5,5.0,1.25,1.85,9.0,5.0,1.55,1.5,2.25,4.5,5.5,5.0,2.0,Dunfermline,Celtic,Dunfermline_Celtic_2003
132,3.3,1.65,4.5,1.57,5.5,5.5,5.0,5.0,1.62,5.25,3.4,1.61,1.61,1.57,3.4,4.4,2.05,1.61,3.4,1.71,-0.75,2.0,3.3,3.5,3.35,1.8,Hearts,Aberdeen,Hearts_Aberdeen_2003
133,3.4,2.2,2.75,2.2,2.88,2.88,2.6,3.0,2.2,2.9,3.25,2.1,2.25,2.2,3.2,3.0,1.8,2.2,3.2,1.9,-0.25,1.79,2.9,3.25,3.2,2.05,Motherwell,Dundee,Motherwell_Dundee_2003
134,3.25,2.7,2.4,2.8,2.2,2.2,2.2,2.37,2.5,2.25,3.5,2.37,2.75,2.8,3.2,2.3,1.77,2.8,3.2,1.9,0.0,1.79,3.0,3.25,3.2,2.08,Partick,Livingston,Partick_Livingston_2003
135,6.0,1.12,15.0,1.14,13.0,13.0,12.0,13.0,1.12,15.0,6.0,1.14,1.14,1.14,6.0,13.0,,1.14,6.0,1.55,,2.25,6.5,6.0,6.0,,Rangers,Kilmarnock,Rangers_Kilmarnock_2003
136,4.5,9.0,1.25,8.5,1.28,1.29,1.28,1.3,8.0,1.29,5.0,9.0,8.0,8.5,4.5,1.25,,9.0,4.5,,,,4.5,5.0,4.5,,Aberdeen,Rangers,Aberdeen_Rangers_2003
137,7.0,1.07,21.0,1.08,19.0,19.0,17.0,17.0,1.083,17.0,7.5,1.083,1.08,1.08,7.0,16.0,,1.1,7.0,,,,8.0,6.5,7.0,,Celtic,Dundee United,Celtic_Dundee United_2003
138,3.25,2.3,2.75,2.37,2.62,2.62,2.5,2.625,2.25,2.65,3.2,2.375,2.4,2.38,3.2,2.6,2.05,2.4,3.2,1.85,0.0,1.85,3.1,3.2,3.2,1.8,Dundee,Dunfermline,Dundee_Dunfermline_2003
139,3.4,1.7,3.6,1.72,4.2,4.2,4.0,4.0,1.8,4.0,3.5,1.727,1.72,1.73,3.4,4.2,1.8,1.8,3.4,1.75,-0.75,1.95,3.2,3.4,3.4,2.05,Kilmarnock,Partick,Kilmarnock_Partick_2003
140,3.6,2.1,2.5,2.4,2.4,,2.25,2.5,2.25,2.37,3.4,2.3,2.5,,,3.1,1.9,2.5,3.4,,0.0,,3.0,3.5,3.25,1.95,Livingston,Motherwell,Livingston_Motherwell_2003
141,3.2,2.6,2.6,2.5,2.5,2.5,2.3,2.5,2.375,2.45,3.2,2.5,2.62,2.5,3.2,2.4,2.0,2.6,3.2,1.9,0.0,1.79,3.0,3.2,3.15,1.85,Hibernian,Hearts,Hibernian_Hearts_2003
142,3.1,2.2,2.75,2.5,2.5,2.5,2.4,2.5,2.25,2.45,3.2,2.5,2.6,2.5,3.2,2.9,1.95,2.55,3.2,1.75,0.0,1.95,3.0,3.2,3.2,1.9,Aberdeen,Dunfermline,Aberdeen_Dunfermline_2003
143,3.3,2.2,2.875,2.1,3.0,3.0,2.87,3.25,2.1,3.0,3.25,2.0,2.1,2.1,3.25,2.9,1.59,2.05,3.25,1.85,-0.5,1.85,3.0,3.4,3.4,2.05,Dundee,Livingston,Dundee_Livingston_2003
144,3.3,1.65,4.5,1.61,5.0,5.0,4.5,5.0,1.667,4.75,3.4,1.615,1.66,1.62,3.4,4.4,1.98,1.65,3.4,1.75,-0.5,1.95,3.3,3.25,3.4,1.65,Hearts,Dundee United,Hearts_Dundee United_2003
145,3.2,2.0,3.4,2.0,3.25,3.25,2.8,3.75,1.909,3.3,3.25,1.833,2.2,2.0,3.25,3.2,1.64,2.0,3.25,1.85,-0.5,1.85,3.1,3.25,3.25,2.0,Motherwell,Kilmarnock,Motherwell_Kilmarnock_2003
146,5.5,1.22,12.0,1.2,12.0,12.0,12.0,11.0,1.167,12.0,6.0,1.167,1.16,1.2,5.0,9.5,,1.17,5.0,1.5,,2.35,4.8,5.5,6.0,,Rangers,Hibernian,Rangers_Hibernian_2003
147,6.0,13.0,1.143,13.0,1.14,1.14,1.12,1.143,13.0,1.13,6.5,17.0,15.0,13.0,6.0,1.12,,13.0,6.0,1.45,,2.5,6.5,6.0,6.5,,Partick,Celtic,Partick_Celtic_2003
148,3.2,2.7,2.38,2.88,2.2,2.2,2.0,2.25,2.6,2.2,3.25,2.75,3.2,2.88,3.2,2.3,2.1,2.85,3.2,,0.25,,3.0,3.2,3.25,1.77,Livingston,Hearts,Livingston_Hearts_2003
149,3.25,2.2,3.2,2.0,3.25,,2.75,3.25,2.0,3.1,3.25,2.0,2.2,,,2.9,1.9,2.1,3.25,,-0.25,,3.0,3.2,3.2,1.95,Motherwell,Aberdeen,Motherwell_Aberdeen_2003
150,3.1,2.5,2.5,2.5,2.5,2.5,2.4,2.5,2.4,2.5,3.2,2.5,2.6,2.5,3.2,2.5,1.95,2.5,3.2,1.9,0.0,1.79,3.0,3.25,3.2,1.9,Dunfermline,Hearts,Dunfermline_Hearts_2003
151,3.2,2.0,3.2,2.0,3.25,3.25,2.8,3.5,2.0,3.6,3.25,1.909,2.2,2.0,3.25,3.2,1.71,1.9,3.25,1.85,-0.5,1.85,3.1,3.2,3.25,1.9,Hibernian,Aberdeen,Hibernian_Aberdeen_2003
152,3.1,2.3,2.75,2.25,2.75,2.75,2.75,2.75,2.25,2.7,3.25,2.25,2.3,2.25,3.25,2.7,1.85,2.3,3.25,1.85,-0.25,1.85,3.0,3.2,3.25,2.0,Kilmarnock,Dundee,Kilmarnock_Dundee_2003
153,3.3,1.65,4.333,1.61,5.0,5.0,4.5,5.0,1.667,5.0,3.4,1.615,1.66,1.62,3.4,4.4,2.0,1.62,3.4,1.75,-0.75,1.95,3.3,3.4,3.4,1.85,Motherwell,Partick,Motherwell_Partick_2003
154,8.0,1.1,17.0,1.07,21.0,21.0,21.0,19.0,1.083,23.0,7.5,1.071,1.05,1.07,7.5,15.0,,1.06,7.5,1.4,,2.65,7.0,7.0,8.0,,Celtic,Livingston,Celtic_Livingston_2003
155,4.33,7.0,1.286,8.5,1.28,1.29,1.3,1.3,8.0,1.3,5.0,9.0,8.0,8.5,4.5,1.35,2.0,8.5,4.5,1.71,1.5,2.0,4.0,4.5,4.5,1.85,Dundee United,Rangers,Dundee United_Rangers_2003
156,3.2,2.9,2.2,2.87,2.2,2.2,2.1,2.2,2.75,2.2,3.25,2.8,3.0,2.88,3.2,2.2,1.95,2.9,3.2,1.79,0.25,1.9,3.0,3.25,3.2,1.9,Kilmarnock,Hearts,Kilmarnock_Hearts_2003
157,4.0,1.55,5.0,1.57,5.0,5.0,4.5,5.0,1.571,5.0,3.4,1.615,1.53,1.57,3.5,4.8,2.14,1.55,3.6,1.71,-0.5,2.0,3.5,3.5,3.75,1.55,Aberdeen,Partick,Aberdeen_Partick_2003
158,3.2,2.2,2.75,2.1,3.0,3.0,2.8,3.0,2.2,2.9,3.25,2.1,2.2,2.1,3.25,2.9,1.85,2.2,3.25,1.65,-0.25,2.05,3.0,3.25,3.2,2.0,Dundee,Aberdeen,Dundee_Aberdeen_2003
159,3.5,4.6,1.667,5.5,1.57,1.57,1.57,1.571,4.333,1.57,3.4,5.5,5.0,5.5,3.4,1.6,1.57,5.3,3.4,1.6,0.5,2.15,3.4,3.4,3.5,2.11,Hearts,Rangers,Hearts_Rangers_2003
160,3.4,2.9,2.1,3.0,2.1,2.1,2.1,2.0,3.0,2.15,3.25,3.25,2.8,3.0,3.25,2.2,2.15,3.0,3.25,2.0,0.5,1.71,3.0,3.2,3.2,1.55,Partick,Dundee United,Partick_Dundee United_2003
161,7.0,1.1,17.0,1.1,21.0,17.0,21.0,19.0,1.1,21.0,7.5,1.071,1.07,1.09,7.0,15.0,,1.07,6.5,,,,7.0,6.5,7.5,,Celtic,Motherwell,Celtic_Motherwell_2003
162,5.0,9.5,1.17,9.0,1.25,1.25,1.2,1.22,12.0,1.2,5.5,13.0,11.0,9.5,4.75,1.22,1.2,11.0,5.0,1.6,0.5,2.15,4.7,5.5,5.35,3.6,Dundee,Celtic,Dundee_Celtic_2003
163,3.2,2.0,3.6,2.0,3.25,3.25,3.2,3.6,1.8,3.4,3.4,1.909,2.0,2.0,3.25,3.2,1.67,1.95,3.25,1.79,-0.5,1.9,3.1,3.4,3.3,1.95,Dundee United,Kilmarnock,Dundee United_Kilmarnock_2003
164,3.6,1.5,6.0,1.53,5.5,5.5,6.5,6.0,1.444,6.0,3.6,1.533,1.44,1.53,3.6,5.0,1.95,1.5,3.6,1.79,-1.0,1.9,3.7,3.75,3.6,1.9,Dunfermline,Partick,Dunfermline_Partick_2003
165,6.0,1.22,11.0,1.22,10.0,10.0,10.0,13.0,1.2,10.5,6.0,1.167,1.16,1.22,5.0,9.5,3.61,1.2,5.0,1.65,-0.5,2.05,4.8,5.0,5.5,1.2,Rangers,Dundee,Rangers_Dundee_2003
166,3.2,2.2,3.0,2.1,3.0,3.0,3.0,3.2,2.0,3.1,3.5,2.0,2.1,2.1,3.25,2.9,2.05,2.05,3.25,1.85,-0.25,1.85,3.0,3.4,3.35,1.8,Aberdeen,Livingston,Aberdeen_Livingston_2003
167,4.33,7.0,1.222,8.5,1.28,1.29,1.3,1.286,10.0,1.3,5.0,10.0,8.0,8.5,4.5,1.35,1.3,8.0,4.5,1.55,0.5,2.25,4.0,5.0,4.6,2.92,Hibernian,Celtic,Hibernian_Celtic_2003
168,5.0,1.22,10.0,1.22,10.0,10.0,11.0,10.0,1.22,10.0,5.5,1.22,1.2,1.22,5.0,9.5,3.58,1.22,5.0,,-0.5,,4.7,5.0,5.5,1.2,Rangers,Dunfermline,Rangers_Dunfermline_2003
169,3.1,2.2,2.6,2.38,2.62,2.62,2.62,2.7,2.38,2.7,3.25,2.3,2.37,2.38,3.2,2.9,1.46,2.3,3.2,1.95,-0.5,1.75,3.0,3.2,3.25,2.35,Hibernian,Motherwell,Hibernian_Motherwell_2003
170,3.2,2.3,2.75,2.25,2.75,2.75,2.62,2.75,2.2,2.75,3.4,2.25,2.3,2.25,3.25,2.7,1.48,2.25,3.25,1.85,-0.5,1.85,3.0,3.25,3.4,2.3,Livingston,Dundee United,Livingston_Dundee United_2003
171,3.2,2.1,3.0,2.1,3.0,3.0,3.0,3.2,2.1,3.1,3.25,2.1,2.1,2.1,3.25,3.1,1.95,2.1,3.25,1.95,-0.25,1.75,3.0,3.2,3.2,1.9,Dundee United,Motherwell,Dundee United_Motherwell_2003
172,3.5,1.6,5.0,1.57,5.0,5.0,5.0,5.5,1.571,5.5,3.6,1.571,1.57,1.57,3.6,4.6,1.9,1.56,3.6,1.79,-1.0,1.9,3.4,3.5,3.45,1.95,Hearts,Dundee,Hearts_Dundee_2003
173,3.2,2.2,2.8,2.2,2.87,2.88,2.8,2.875,2.2,2.85,3.4,2.2,2.2,2.2,3.2,2.9,1.85,2.25,3.2,1.85,-0.25,1.85,3.0,3.2,3.2,2.0,Kilmarnock,Aberdeen,Kilmarnock_Aberdeen_2003
174,3.1,2.3,2.75,2.3,2.7,2.7,2.62,2.6,2.2,2.65,3.4,2.4,2.37,2.3,3.2,2.7,2.05,2.4,3.2,1.9,0.0,1.79,3.0,3.25,3.15,1.8,Livingston,Dunfermline,Livingston_Dunfermline_2003
175,3.2,2.7,2.25,2.7,2.3,2.3,2.25,2.3,2.75,2.3,3.4,2.7,2.75,2.7,3.2,2.3,2.05,2.7,3.2,1.85,0.25,1.85,3.0,3.2,3.25,1.8,Partick,Hibernian,Partick_Hibernian_2003
176,3.1,2.5,2.5,2.6,2.4,2.4,2.37,2.5,2.4,2.4,3.25,2.7,2.62,2.75,3.3,2.5,1.9,2.7,3.2,1.75,0.0,1.95,3.0,3.25,3.2,1.95,Rangers,Celtic,Rangers_Celtic_2003
177,3.1,2.3,2.5,2.5,2.5,2.5,2.5,2.5,2.4,2.55,3.3,2.5,2.5,2.5,3.2,2.7,1.95,2.5,3.2,1.75,0.0,1.95,3.0,3.25,3.15,1.9,Aberdeen,Dundee United,Aberdeen_Dundee United_2003
178,5.0,1.25,12.0,1.22,10.0,10.0,11.0,13.0,1.143,11.0,6.0,1.167,1.2,1.22,5.0,9.0,3.78,1.18,5.0,,-0.5,,4.5,6.0,5.75,1.18,Celtic,Hearts,Celtic_Hearts_2003
179,3.5,1.7,4.333,1.66,4.5,4.5,5.0,5.0,1.667,5.0,3.6,1.615,1.57,1.67,3.4,4.2,1.9,1.62,3.4,1.85,-0.75,1.85,3.2,3.4,3.4,1.95,Dundee,Partick,Dundee_Partick_2003
180,3.3,1.8,4.333,1.72,4.2,4.2,3.75,4.333,1.667,4.2,3.5,1.727,1.8,1.73,3.4,3.8,1.85,1.75,3.4,1.79,-0.5,1.9,3.1,3.4,3.3,1.75,Dunfermline,Kilmarnock,Dunfermline_Kilmarnock_2003
181,3.2,2.2,2.75,2.25,2.8,2.8,2.75,2.875,2.2,2.8,3.4,2.2,2.25,2.25,3.2,2.9,1.9,2.25,3.2,1.85,-0.25,1.85,3.0,3.25,3.25,1.95,Hibernian,Livingston,Hibernian_Livingston_2003
182,3.4,5.0,1.444,6.5,1.4,1.4,1.5,1.444,6.5,1.41,4.333,6.5,6.0,6.5,4.0,1.5,1.41,6.75,4.0,1.75,0.5,1.95,3.7,3.6,4.0,2.51,Motherwell,Rangers,Motherwell_Rangers_2003
183,3.25,2.2,3.2,2.1,3.0,3.0,2.75,3.25,2.0,2.9,3.25,2.0,2.2,2.1,3.25,2.9,1.9,2.2,3.25,1.79,-0.25,1.9,3.0,3.2,3.2,1.95,Livingston,Kilmarnock,Livingston_Kilmarnock_2003
184,3.1,2.6,2.4,2.62,2.37,2.38,2.37,2.5,2.5,2.38,3.2,2.5,2.62,2.62,3.2,2.4,1.85,2.63,3.2,1.85,0.0,1.85,3.0,3.25,3.2,2.0,Motherwell,Hearts,Motherwell_Hearts_2003
185,3.2,1.9,3.0,2.0,3.25,3.25,3.0,3.25,2.1,3.1,3.4,2.0,2.1,2.0,3.25,3.5,2.0,2.1,3.25,1.71,-0.25,2.0,3.1,3.2,3.2,1.8,Hibernian,Kilmarnock,Hibernian_Kilmarnock_2003
186,3.4,3.8,1.8,3.75,1.8,1.8,1.66,1.727,3.6,1.75,3.5,4.333,4.33,3.75,3.4,1.75,1.75,4.3,3.4,1.71,0.5,2.0,3.3,3.4,3.25,1.85,Partick,Hearts,Partick_Hearts_2003
187,3.1,2.0,3.2,2.1,3.0,3.0,3.1,3.2,2.0,3.1,3.25,2.1,2.1,2.1,3.25,3.2,1.95,2.1,3.25,1.85,-0.25,1.85,3.1,3.2,3.2,1.85,Dundee United,Dundee,Dundee United_Dundee_2003
188,3.3,2.0,4.0,1.83,3.75,,3.6,3.75,1.8,3.8,3.4,1.8,1.83,,,3.2,1.85,1.83,3.25,1.85,-0.5,1.85,3.1,3.2,3.3,2.05,Dunfermline,Hibernian,Dunfermline_Hibernian_2003
189,3.75,6.5,1.36,7.5,1.33,1.33,1.36,1.33,8.0,1.33,4.33,7.5,8.0,7.5,4.33,1.37,,8.0,4.33,,,,3.9,3.75,4.25,,Livingston,Rangers,Livingston_Rangers_2003
190,3.0,2.0,,2.2,2.8,2.75,3.0,2.87,,,3.25,2.25,2.2,2.25,3.25,3.4,,,3.25,,,,2.9,,,,Motherwell,Dunfermline,Motherwell_Dunfermline_2003
191,3.4,2.3,2.75,2.25,2.75,2.75,2.4,2.875,2.2,2.7,3.25,2.25,2.4,2.25,3.25,2.7,1.8,2.3,3.25,1.9,-0.25,1.79,3.0,3.25,3.25,2.0,Dundee,Hibernian,Dundee_Hibernian_2003
192,3.2,2.1,3.4,2.2,2.8,3.25,3.2,3.25,1.909,2.95,3.2,2.1,2.0,2.0,3.25,3.1,,2.05,3.25,1.85,,1.85,3.0,3.25,3.3,,Dunfermline,Dundee United,Dunfermline_Dundee United_2003
193,3.6,1.6,5.0,1.57,5.5,5.5,5.0,5.5,1.571,5.0,3.4,1.615,1.53,1.57,3.4,4.6,2.0,1.62,3.4,1.85,-0.75,1.85,3.4,3.5,3.4,1.8,Hearts,Livingston,Hearts_Livingston_2003
194,7.5,1.12,17.0,1.12,17.0,13.0,15.0,13.0,1.1,14.0,7.0,1.143,1.08,1.14,6.0,13.0,,1.13,6.0,,,,6.5,6.5,6.5,,Rangers,Partick,Rangers_Partick_2003
195,3.4,2.3,2.75,2.25,2.75,2.75,2.4,2.875,2.2,2.65,3.25,2.25,2.4,2.25,3.25,2.8,1.8,2.35,3.25,1.85,-0.25,1.85,2.9,3.25,3.25,2.0,Aberdeen,Motherwell,Aberdeen_Motherwell_2003
196,4.5,8.5,1.222,8.5,1.25,1.29,1.25,1.286,10.0,1.25,5.5,8.5,10.0,8.5,4.5,1.27,,9.0,5.0,1.65,,2.05,4.3,5.0,5.0,,Kilmarnock,Celtic,Kilmarnock_Celtic_2003
197,6.5,1.15,17.0,1.16,11.0,11.0,9.0,13.0,1.1,12.0,6.0,1.167,1.16,1.17,6.0,12.0,,1.16,6.0,,,,6.0,6.5,6.0,,Celtic,Aberdeen,Celtic_Aberdeen_2003
198,3.6,4.8,1.533,6.0,1.5,1.5,1.53,1.5,5.5,1.5,3.75,6.0,5.0,6.0,3.5,1.55,1.5,6.0,3.5,1.85,0.5,1.85,3.5,3.5,3.55,2.23,Dundee United,Rangers,Dundee United_Rangers_2003
199,3.2,2.1,3.0,2.0,3.25,3.25,3.2,3.2,2.1,3.1,3.23,2.1,2.0,2.0,3.25,3.1,2.0,2.1,3.25,2.0,-0.5,1.71,3.0,3.2,3.2,1.8,Dunfermline,Motherwell,Dunfermline_Motherwell_2003
200,3.1,2.3,2.75,2.3,2.7,2.7,2.6,2.75,2.2,2.75,3.4,2.25,2.4,2.3,3.2,2.7,1.8,2.3,3.2,1.85,-0.5,1.85,3.0,3.25,3.2,2.0,Kilmarnock,Hibernian,Kilmarnock_Hibernian_2003
201,3.3,2.1,3.5,2.0,3.25,3.25,3.2,3.25,1.909,3.25,3.4,2.0,2.0,2.0,3.25,3.1,1.63,2.0,3.25,1.9,-0.5,1.79,3.0,3.2,3.25,2.0,Livingston,Aberdeen,Livingston_Aberdeen_2003
202,3.25,2.5,2.375,2.6,2.37,2.37,2.4,2.37,2.6,2.35,3.4,2.62,2.5,2.6,3.25,2.5,1.8,2.6,3.25,1.79,0.0,1.9,3.0,3.2,3.3,2.0,Partick,Dundee,Partick_Dundee_2003
203,3.6,5.0,1.4,6.5,1.44,1.44,1.5,1.53,6.5,1.45,3.8,6.0,5.5,6.5,3.75,1.5,1.45,6.5,3.75,1.75,0.5,1.95,3.7,4.0,3.75,2.38,Hearts,Celtic,Hearts_Celtic_2003
204,3.1,2.4,2.6,2.5,2.5,2.5,2.6,2.6,2.375,2.6,3.4,2.4,2.4,2.5,3.2,2.6,1.9,2.4,3.2,1.85,0.0,1.85,3.0,3.2,3.25,1.9,Dundee United,Hearts,Dundee United_Hearts_2003
205,3.2,2.1,,2.1,3.0,3.0,2.8,3.25,,2.95,3.4,2.0,2.2,2.1,3.25,3.1,2.0,2.15,3.25,1.79,-0.25,1.9,3.0,,3.25,1.8,Hibernian,Dundee,Hibernian_Dundee_2003
206,3.2,2.3,3.0,2.25,2.8,2.8,2.62,2.87,2.1,2.7,3.4,2.2,2.3,2.25,3.2,2.7,2.0,2.3,3.2,1.79,-0.25,1.9,3.0,3.2,3.25,1.8,Kilmarnock,Livingston,Kilmarnock_Livingston_2003
207,3.1,2.7,2.375,2.62,2.37,2.37,2.5,2.4,2.6,2.5,3.4,2.6,2.5,2.62,3.2,2.3,1.8,2.5,3.2,1.85,0.0,1.85,3.0,3.2,3.25,2.0,Partick,Aberdeen,Partick_Aberdeen_2003
208,5.5,1.25,10.0,1.25,8.5,8.5,8.0,8.5,1.222,9.0,5.5,1.25,1.22,1.25,5.0,9.0,,1.25,5.0,,,,4.5,5.0,5.0,,Rangers,Motherwell,Rangers_Motherwell_2003
209,5.5,1.25,11.0,1.2,10.0,10.0,9.5,11.0,1.2,10.0,6.0,1.22,1.2,1.2,5.5,9.0,,1.22,5.5,,,,4.5,5.0,5.25,,Celtic,Dunfermline,Celtic_Dunfermline_2003
210,3.5,1.6,5.0,1.57,5.5,5.5,5.0,5.5,1.57,5.5,3.4,1.57,1.57,1.57,3.4,4.6,2.0,1.55,3.4,1.79,-0.75,1.9,3.3,3.5,3.5,1.8,Hibernian,Partick,Hibernian_Partick_2003
211,3.1,2.5,2.6,2.5,2.5,2.5,2.5,2.625,2.375,2.45,3.2,2.375,2.5,2.5,3.2,2.5,2.0,2.45,3.2,1.85,0.0,1.85,3.0,3.2,3.2,1.8,Aberdeen,Hibernian,Aberdeen_Hibernian_2003
212,3.3,1.9,3.75,1.85,3.75,3.75,3.75,4.333,1.833,3.75,3.3,1.833,1.8,1.85,3.25,3.5,1.73,1.8,3.25,1.75,-0.5,1.95,3.1,3.2,3.2,1.8,Celtic,Rangers,Celtic_Rangers_2003
213,3.2,2.2,3.75,2.2,2.87,2.87,2.8,3.0,1.833,2.8,3.25,2.1,2.2,2.2,3.2,2.9,1.85,2.15,3.2,1.75,-0.25,1.95,3.0,3.2,3.2,1.95,Dundee,Kilmarnock,Dundee_Kilmarnock_2003
